read:1.4670, augment:1.4958
read:1.1246, augment:1.0295
read:1.1199, augment:1.1573
read:1.4412, augment:1.1907
read:6.9954, augment:1.2400
read:1.0171, augment:1.0664
read:2.0518, augment:1.2774
read:2.0306, augment:1.2197
read:6.3241, augment:1.2929
read:4.7116, augment:1.2925
read:0.6568, augment:0.9291
read:3.2182, augment:1.2004
read:2.2385, augment:0.9654
read:2.0905, augment:0.9902
read:3.1571, augment:1.1973
read:4.7188, augment:1.2891
read:4.0905, augment:1.2138
read:4.3480, augment:1.2870
read:53.6129, augment:2.1355
read:1.3573, augment:1.1475
read:4.6730, augment:1.3168
read:1.1809, augment:1.0657
read:6.4015, augment:1.2653
read:0.9916, augment:1.0719
read:3.8078, augment:1.3347
read:7.1168, augment:1.2867
read:1.4865, augment:1.2417
read:4.1983, augment:1.3626
read:8.2896, augment:1.3425
read:3.7916, augment:1.2898
read:5.3253, augment:1.3933
read:8.0752, augment:1.3607
read:2.9352, augment:1.3409
read:1.4193, augment:1.1153
read:1.2839, augment:1.2112
read:1.8921, augment:1.3802
read:7.7021, augment:1.4312
read:2.6879, augment:1.0970
read:3.0949, augment:1.2207
read:2.8057, augment:1.1892
read:6.3205, augment:1.3750
read:4.3154, augment:1.1280
read:2.5277, augment:1.2894
read:7.1406, augment:1.3955
read:6.8638, augment:1.3800
read:4.9734, augment:1.3754
read:0.9077, augment:1.0204
read:1.4780, augment:1.0903
read:6.1078, augment:1.3607
read:5.7254, augment:1.4148
read:2.2721, augment:1.1909
read:2.5158, augment:1.1878
read:9.6328, augment:1.3611
read:3.3655, augment:1.3039
read:3.6674, augment:1.2679
read:1.2290, augment:1.1280
read:2.4366, augment:1.1313
read:4.7023, augment:1.3709
read:48.0540, augment:1.4453
read:3.4447, augment:1.2422
read:3.0439, augment:1.0104
read:8.1449, augment:1.4336
read:2.6381, augment:1.2922
read:5.8038, augment:1.2891
read:1.0164, augment:1.0996
read:1.8313, augment:1.1480
read:1.7533, augment:1.1189
read:4.5869, augment:1.2684
read:1.1296, augment:1.0691
read:2.1074, augment:1.1728
read:1.7111, augment:1.0746
read:11.4181, augment:1.3127
read:2.0339, augment:1.0183
read:9.1383, augment:1.4572
read:1.0424, augment:1.0293
read:3.9146, augment:1.2944
read:8.2912, augment:1.4348
read:1.9209, augment:1.2214
read:5.4538, augment:1.4191
read:6.3443, augment:1.3578
read:3.7267, augment:1.1873
read:0.5927, augment:0.9303
read:1.6749, augment:1.1446
read:6.7120, augment:1.3437
read:2.8408, augment:1.1904
read:7.0689, augment:1.3885
read:2.1641, augment:1.1897
read:2.5890, augment:1.1497
read:6.8383, augment:1.3628
read:4.3242, augment:1.3144
read:8.8794, augment:1.3928
read:3.6991, augment:1.3325
read:2.9526, augment:1.1690
read:0.5424, augment:0.8855
read:5.0156, augment:1.2743
read:11.5411, augment:1.3595
read:7.1228, augment:1.3180
read:4.0038, augment:1.2193
read:2.7168, augment:1.1749
read:6.8419, augment:1.4470
read:3.3286, augment:1.3692
read:2.0735, augment:1.2441
read:0.5381, augment:0.7849
read:4.4789, augment:1.2219
read:3.6724, augment:1.2281
read:42.3689, augment:1.4524
read:8.7860, augment:1.2989
read:0.6185, augment:0.9961
read:1.2660, augment:1.1055
read:5.8799, augment:1.3828
read:1.9901, augment:1.0760
read:5.9068, augment:1.3068
read:1.4052, augment:1.0982
read:4.0600, augment:1.3726
read:6.7356, augment:1.4238
read:1.1222, augment:1.0417
read:10.7315, augment:1.2908
read:2.9759, augment:1.3220
read:4.1125, augment:1.2686
read:5.6341, augment:1.3037
read:7.2024, augment:1.3497
read:2.5158, augment:1.3447
read:3.2947, augment:1.2736
read:6.8479, augment:1.4269
read:3.5269, augment:1.2703
read:4.3688, augment:1.2228
read:1.5440, augment:1.1857
read:15.3532, augment:1.2915
read:9.1636, augment:1.3800
read:1.7321, augment:1.4186
read:1.4570, augment:1.1420
read:62.4831, augment:2.4285
read:6.8464, augment:1.3621
read:1.3721, augment:1.0161
read:6.5372, augment:1.2932
read:3.3612, augment:1.1547
read:0.7133, augment:1.0304
read:0.8659, augment:0.9902
read:8.4457, augment:1.3933
read:2.0254, augment:1.2043
read:17.1862, augment:1.2619
read:3.0546, augment:1.1981
read:1.7128, augment:1.3170
read:5.3942, augment:1.3604
read:3.3057, augment:1.2836
read:4.8344, augment:1.3685
read:1.6253, augment:1.2183
read:2.4385, augment:1.1065
read:2.2891, augment:1.2414
read:2.7411, augment:1.3974
read:0.7815, augment:0.9995
read:6.6884, augment:1.3125
read:7.7791, augment:1.3490
read:1.6360, augment:1.1702
read:1.2140, augment:1.1699
read:7.8571, augment:1.2953
read:2.8615, augment:1.3146
read:6.7008, augment:1.3785
read:4.4215, augment:1.3409
read:2.7866, augment:1.3387
read:1.3926, augment:1.1153
read:3.4142, augment:1.2796
read:2.1896, augment:1.1930
read:1.6294, augment:1.3325
read:1.0796, augment:1.2407
read:2.7936, augment:1.1308
read:2.6186, augment:1.3831
read:1.7493, augment:1.2639
read:2.7997, augment:1.1227
read:8.3079, augment:1.2565
read:2.0237, augment:1.1568
read:8.0640, augment:1.4124
read:4.3728, augment:1.2939
read:2.2261, augment:1.3151
read:3.6118, augment:1.2510
read:1.8723, augment:1.3261
read:1.6065, augment:1.2746
read:4.8599, augment:1.3821
read:0.6769, augment:0.9449
read:1.1063, augment:1.0431
read:7.1428, augment:1.2915
read:3.5181, augment:1.2190
read:8.9846, augment:1.3726
read:1.1179, augment:1.0183
read:6.9609, augment:1.3053
read:5.8162, augment:1.2860
read:5.6818, augment:1.2786
read:8.7321, augment:1.1873
read:13.9074, augment:1.2457
read:3.2248, augment:1.1444
read:2.1479, augment:1.1261
read:3.0093, augment:1.3931
read:12.4402, augment:1.2429
read:2.9385, augment:1.3731
read:5.8343, augment:1.3995
read:2.0514, augment:1.2772
read:5.2857, augment:1.2164
read:1.6913, augment:1.3371
read:1.5237, augment:1.1158
read:3.7739, augment:1.3282
read:3.5019, augment:1.2240
read:1.5814, augment:1.3752
read:5.6255, augment:1.2660
read:1.6334, augment:1.2503
read:1.4791, augment:1.3361
read:1.3137, augment:1.0045
read:1.4794, augment:1.0982
read:2.0909, augment:1.3177
read:9.9742, augment:1.3363
read:4.1351, augment:1.2743
read:5.9309, augment:1.2875
read:8.1413, augment:1.3134
read:2.3456, augment:1.3416
read:2.2590, augment:1.3595
read:3.6895, augment:1.2088
read:2.5408, augment:1.2896
read:2.8481, augment:1.1582
read:2.1112, augment:1.2724
read:5.8484, augment:1.3556
read:1.3013, augment:1.0810
read:5.9910, augment:1.3053
read:1.7116, augment:1.2767
read:6.9723, augment:1.3471
read:6.4254, augment:1.2939
read:1.7307, augment:1.1804
read:2.5513, augment:1.1799
read:7.1163, augment:1.2949
read:1.2703, augment:1.0705
read:1.3974, augment:1.2515
read:0.3600, augment:1.0290
read:3.5582, augment:1.2228
read:2.0189, augment:1.3735
read:5.2373, augment:1.3862
read:1.1635, augment:1.0526
read:5.4927, augment:1.4391
read:2.5604, augment:1.2641
read:0.5322, augment:0.9625
read:5.4262, augment:1.3618
read:12.5437, augment:1.3523
read:3.2794, augment:1.2052
read:1.0917, augment:1.0376
read:0.5887, augment:1.0359
read:5.1272, augment:1.3845
read:5.1305, augment:1.4203
read:6.6998, augment:1.3974
read:1.5430, augment:0.9935
read:12.3107, augment:1.3592
read:1.9155, augment:1.1237
read:0.7269, augment:1.0726
read:2.6419, augment:1.3025
read:5.1854, augment:1.3878
read:3.7680, augment:1.3065
read:1.5814, augment:1.1563
read:2.0270, augment:1.3194
read:0.4346, augment:0.9115
read:0.6258, augment:0.9139
read:6.4487, augment:1.3845
read:7.6330, augment:1.3721
read:3.7417, augment:1.2257
read:3.5655, augment:1.2772
read:5.0490, augment:1.2808
read:3.1869, augment:1.2069
read:1.8177, augment:1.0681
read:3.7920, augment:1.2646
read:1.3158, augment:1.2515
read:6.7708, augment:1.3232
read:2.7454, augment:1.2879
read:6.8521, augment:1.3235
read:0.8485, augment:0.9794
read:4.6053, augment:1.3108
read:3.0327, augment:1.3363
read:3.3290, augment:1.3869
read:1.3776, augment:1.2248
read:7.6149, augment:1.3049
read:2.9643, augment:1.3561
read:8.7316, augment:1.3683
read:2.3565, augment:1.3003
read:2.7599, augment:1.0998
read:1.4505, augment:1.1942
read:6.5572, augment:1.3783
read:2.8794, augment:1.3363
read:4.9133, augment:1.3120
read:3.1369, augment:1.1668
read:2.4045, augment:1.1983
read:4.5042, augment:1.3347
read:6.7070, augment:1.3363
read:1.5616, augment:1.3120
read:5.1632, augment:1.3428
read:233.4001, augment:3.7997
read:6.4354, augment:1.3230
read:6.5265, augment:1.3740
read:1.7736, augment:1.2977
read:3.6781, augment:1.2929
read:2.8379, augment:1.1697
read:6.7127, augment:1.2941
read:4.0617, augment:1.2457
read:1.1077, augment:1.1077
read:5.6129, augment:1.3785
read:3.6113, augment:1.2538
read:1.2975, augment:1.2681
read:3.3925, augment:1.2746
read:8.6854, augment:1.4212
read:2.8365, augment:1.4243
read:3.4039, augment:1.2279
read:2.5415, augment:1.2012
read:3.3543, augment:1.2670
read:3.8157, augment:1.1816
read:0.9470, augment:1.0188
read:1.0667, augment:1.0355
read:4.1442, augment:1.2631
read:10.5724, augment:1.3597
read:6.6555, augment:1.4160
read:6.2706, augment:1.3456
read:1.4129, augment:1.2629
read:6.5138, augment:1.3189
read:2.7370, augment:1.1792
read:2.1565, augment:1.3463
read:3.2241, augment:1.3549
read:2.0218, augment:1.2691
read:2.2922, augment:1.1797
read:1.6875, augment:1.3292
read:5.5685, augment:1.4474
read:7.7746, augment:1.4153
read:7.0546, augment:1.3185
read:2.0192, augment:1.2612
read:5.9900, augment:1.3611
read:4.8440, augment:1.3299
read:7.3478, augment:1.3189
read:2.2395, augment:1.0781
read:2.7902, augment:1.1604
read:8.4560, augment:1.2274
read:0.6466, augment:0.9308
read:2.9092, augment:1.0931
read:3.0184, augment:1.1864
read:4.6465, augment:1.3897
read:4.0340, augment:1.3158
read:3.8493, augment:1.2157
read:0.9465, augment:1.1039
read:3.7234, augment:1.2524
read:1.5008, augment:1.0855
read:3.6309, augment:1.2145
read:7.3876, augment:1.2908
read:345.6247, augment:4.1871
read:3.9654, augment:1.2813
read:1.6508, augment:1.3192
read:12.7804, augment:1.3170
read:1.5697, augment:1.0579
read:0.5181, augment:0.9418
read:38.5158, augment:1.3421
read:2.5043, augment:1.1854
read:2.7711, augment:1.1876
read:5.5425, augment:1.2944
read:1.0004, augment:1.0247
read:2.0211, augment:1.2546
read:8.5509, augment:1.4277
read:7.7722, augment:1.2996
read:3.4411, augment:1.0984
read:11.3282, augment:1.3630
read:3.9954, augment:1.2395
read:0.6938, augment:0.9747
read:0.7629, augment:0.9296
read:1.3065, augment:1.2040
read:6.7577, augment:1.3235
read:2.0978, augment:1.0800
read:1.0154, augment:1.0059
read:8.7376, augment:1.3072
read:4.4372, augment:1.2703
read:1.0114, augment:0.9639
read:1.4451, augment:1.0912
read:0.7012, augment:0.9301
read:5.4741, augment:1.3809
read:0.7446, augment:0.9897
read:0.8714, augment:1.0061
read:5.5187, augment:1.3349
read:44.3368, augment:1.3440
read:1.1189, augment:1.2159
read:0.8380, augment:1.0943
read:1.1978, augment:0.9773
read:4.9262, augment:1.3573
read:6.5458, augment:1.3189
read:11.4758, augment:1.3652
read:4.7703, augment:1.3442
read:0.9356, augment:1.0211
read:4.1561, augment:1.3461
read:0.5298, augment:0.9422
read:2.4145, augment:1.2105
read:2.3403, augment:1.2290
read:3.6824, augment:1.2188
read:3.4361, augment:1.2438
read:1.2248, augment:1.0896
read:2.4495, augment:1.2109
read:16.2773, augment:1.3466
read:2.4133, augment:1.2443
read:5.5435, augment:1.4150
read:1.7903, augment:1.4231
read:2.9633, augment:1.4670
read:2.3334, augment:1.2276
read:9.6471, augment:1.3418
read:0.5774, augment:1.0214
read:4.4863, augment:1.3402
read:8.4653, augment:1.3940
read:6.7775, augment:1.4656
read:6.0594, augment:1.3483
read:7.3004, augment:1.4608
read:2.0177, augment:1.1699
read:12.4898, augment:1.2858
read:10.1492, augment:1.3242
read:9.1074, augment:1.1427
read:0.6571, augment:0.9441
read:8.5449, augment:1.3282
read:13.6721, augment:1.3528
read:4.3976, augment:1.3542
read:0.9072, augment:0.9871
read:22.8424, augment:1.2975
read:12.4035, augment:1.3962
read:8.1484, augment:1.3678
read:6.4600, augment:1.4129
read:1.4062, augment:1.3292
read:3.2766, augment:1.3187
read:17.7169, augment:1.3995
read:0.5789, augment:0.9325
read:1.6513, augment:1.2045
read:1.6859, augment:1.1110
read:7.8692, augment:1.4815
read:0.8593, augment:0.9658
read:7.0257, augment:1.3137
read:1.9062, augment:1.1714
read:0.9451, augment:1.0779
read:0.3114, augment:0.9403
read:16.6605, augment:1.3382
read:1.7846, augment:1.0931
read:2.8512, augment:1.4417
read:4.9777, augment:1.3654
read:11.3504, augment:1.3928
read:1.1673, augment:1.1280
read:3.4587, augment:1.3051
read:2.7821, augment:1.1625
read:0.5400, augment:0.8755
read:8.2483, augment:1.4155
read:14.1211, augment:1.2822
read:2.6083, augment:1.2259
read:0.6187, augment:0.9391
read:5.9445, augment:1.3745
read:6.2935, augment:1.4579
read:2.7373, augment:1.2660
read:2.6913, augment:1.2641
read:0.5934, augment:0.9620
read:0.7062, augment:0.9301
read:4.3635, augment:1.2941
read:1.4851, augment:1.0557
read:9.3713, augment:1.3473
read:2.7137, augment:1.2491
read:3.7222, augment:1.2481
read:2.4719, augment:1.1101
read:0.6812, augment:0.9727
read:2.0688, augment:1.0915
read:3.1734, augment:1.1404
read:1.7824, augment:1.1604
read:1.4055, augment:1.0121
read:5.6195, augment:1.3478
read:5.1763, augment:1.3578
read:5.0089, augment:1.2822
read:1.8694, augment:1.1775
read:10.5290, augment:1.3680
read:7.5419, augment:1.3683
read:1.3280, augment:1.0674
read:2.2924, augment:1.1754
read:2.2857, augment:1.1160
read:15.9822, augment:1.3428
read:1.0793, augment:1.0886
read:15.9433, augment:1.3435
read:2.0137, augment:1.1945
read:10.3834, augment:1.3893
read:3.2237, augment:1.1890
read:3.9062, augment:1.3835
read:0.7811, augment:0.9506
read:0.4997, augment:0.9277
read:0.9894, augment:1.1895
read:1.0617, augment:1.0481
read:2.6553, augment:1.2748
read:6.0792, augment:1.3015
read:2.5451, augment:1.2250
read:0.5958, augment:0.9227
read:8.7948, augment:1.3018
read:0.7148, augment:0.9999
read:11.3556, augment:1.3039
read:20.7751, augment:1.3430
read:4.4653, augment:1.1692
read:1.7185, augment:1.1878
read:1.3759, augment:1.0335
read:1.0519, augment:1.0436
read:0.7131, augment:0.9754
read:74.8048, augment:1.4355
read:0.6740, augment:1.1897
read:0.6747, augment:0.9210
read:23.3583, augment:1.3032
read:0.9480, augment:0.8602
read:8.3888, augment:1.3413
read:2.1317, augment:1.1535
read:8.4751, augment:1.3194
read:2.2004, augment:1.2391
read:1.6124, augment:1.1184
read:1.1024, augment:1.0595
read:2.0571, augment:1.0848
read:1.6398, augment:1.0667
read:1.6832, augment:1.1201
read:4.3786, augment:1.1973
read:17.3213, augment:1.4119
read:2.1629, augment:1.2157
read:8.2183, augment:1.3962
read:4.9460, augment:1.2918
read:7.8855, augment:1.3876
read:0.7126, augment:0.9148
read:5.6629, augment:1.3840
read:9.6493, augment:1.4191
read:2.2902, augment:1.1818
read:44.2245, augment:1.2658
read:9.2211, augment:1.2932
read:3.5174, augment:1.3337
read:3.3400, augment:1.2283
read:3.6521, augment:1.2114
read:10.1271, augment:1.3623
read:2.0797, augment:1.1318
read:0.6135, augment:1.0147
read:18.3535, augment:1.3285
read:9.7857, augment:1.3678
read:157.5756, augment:1.5419
read:1.0388, augment:1.1203
read:8.0361, augment:1.4052
read:2.2733, augment:1.2219
read:1.6048, augment:1.1609
read:0.9665, augment:1.1680
read:8.4932, augment:1.3628
read:6.8965, augment:1.4222
read:9.6488, augment:1.3282
read:3.6776, augment:1.3118
read:1.2331, augment:1.0748
read:0.4084, augment:1.0083
read:1.5569, augment:1.0533
read:1.1845, augment:1.0102
read:2.4865, augment:1.1706
read:0.8562, augment:0.9274
read:3.3383, augment:1.3204
read:21.6544, augment:1.3382
read:6.2234, augment:1.3020
read:2.0194, augment:1.1835
read:13.4182, augment:1.3304
read:0.9251, augment:1.0188
read:4.5094, augment:1.2736
read:11.7066, augment:1.3049
read:2.0964, augment:1.1542
read:4.3046, augment:1.2894
read:2.3010, augment:1.1351
read:2.0151, augment:1.1804
read:3.2074, augment:1.1473
read:11.8468, augment:1.1921
read:5.1656, augment:1.4048
read:5.4646, augment:1.2603
read:1.2925, augment:1.0974
read:0.6697, augment:0.9525
read:117.1165, augment:1.4691
read:20.7112, augment:1.3094
read:1.5583, augment:1.0924
read:23.9284, augment:1.5075
read:1.0090, augment:1.0712
read:2.0626, augment:1.1275
read:11.3595, augment:1.3084
read:2.0576, augment:1.2002
read:0.5279, augment:0.8879
read:3.5853, augment:1.3182
read:4.7596, augment:1.2333
read:13.0482, augment:1.3778
read:39.0427, augment:1.3754
read:1.2555, augment:1.0548
read:1.4095, augment:1.1046
read:4.4694, augment:1.2424
read:3.6886, augment:1.2479
read:1.6966, augment:1.1296
read:4.4022, augment:1.3123
read:5.7545, augment:1.4486
read:9.7980, augment:1.3463
read:0.7386, augment:0.9689
read:2.5992, augment:1.2040
read:1.6813, augment:1.0288
read:3.0258, augment:1.3835
read:23.8774, augment:1.2934
read:1.1394, augment:1.0920
read:5.7039, augment:1.3497
read:12.0404, augment:1.3552
read:19.2597, augment:1.3967
read:0.5603, augment:0.7403
read:0.4721, augment:0.9813
read:1.7097, augment:1.1001
read:1.3049, augment:1.0421
read:0.7203, augment:0.9713
read:1.2057, augment:1.0448
read:2.8059, augment:1.1778
read:8.0221, augment:1.3349
read:0.8969, augment:1.0726
read:5.8661, augment:1.3387
read:0.7377, augment:0.9692
read:11.6413, augment:1.2975
read:4.8172, augment:1.3263
read:8.3396, augment:1.3824
read:0.5696, augment:0.9975
read:10.6769, augment:1.3764
read:0.7811, augment:1.0278
read:2.4579, augment:1.2255
read:1.9968, augment:1.1265
read:5.1408, augment:1.3089
read:9.2902, augment:1.3020
read:0.5484, augment:0.9444
read:0.7114, augment:0.9611
read:0.9193, augment:1.0252
read:4.0357, augment:1.2934
read:5.0499, augment:1.3399
read:0.7999, augment:1.0202
read:10.8004, augment:1.2333
read:0.6237, augment:0.9546
read:211.9949, augment:4.8242
read:3.3457, augment:1.3735
read:4.5509, augment:1.2836
read:2.7525, augment:1.1966
read:12.3901, augment:1.3680
read:1.4198, augment:1.1294
read:1.8888, augment:1.0972
read:1.5655, augment:1.0481
read:0.5877, augment:1.0231
read:3.4499, augment:1.2240
read:4.4382, augment:1.3435
read:0.7036, augment:1.0045
read:9.5387, augment:1.3473
read:10.4890, augment:1.4298
read:0.5758, augment:0.9019
read:8.8289, augment:1.4284
read:1.9753, augment:1.1709
read:0.9005, augment:1.0018
read:1.4024, augment:1.0636
read:2.4436, augment:1.2372
read:1.2169, augment:1.0672
read:2.2748, augment:1.1268
read:0.5789, augment:0.9925
read:10.9601, augment:1.3170
read:6.8398, augment:1.3261
read:3.9642, augment:1.3587
read:4.4196, augment:1.3151
read:83.2074, augment:1.3809
read:1.7934, augment:1.1628
read:1.9801, augment:1.1230
read:0.5996, augment:0.9015
read:20.3524, augment:1.3494
read:2.7647, augment:1.2674
read:6.3398, augment:1.4038
read:1.0402, augment:1.0211
read:0.6580, augment:0.9720
read:6.0720, augment:1.4420
read:3.3662, augment:1.2393
read:6.8445, augment:1.3483
read:6.0785, augment:1.3859
read:0.9217, augment:1.0798
read:9.7699, augment:1.2963
read:9.9840, augment:1.3857
read:7.7085, augment:1.3967
read:7.0183, augment:1.3967
read:2.8996, augment:1.1976
read:0.7670, augment:1.0142
read:1.9217, augment:1.1685
read:0.7041, augment:0.9832
read:0.6120, augment:0.9084
read:7.2308, augment:1.3299
read:7.9911, augment:1.4002
read:0.7088, augment:0.9336
read:1.7197, augment:1.3528
read:0.6471, augment:0.9317
read:1.9372, augment:1.0192
read:3.7789, augment:1.2627
read:3.6185, augment:1.3232
read:2.5990, augment:1.3077
read:1.7226, augment:1.1284
read:2.0764, augment:1.0495
read:3.8452, augment:1.2543
read:2.4054, augment:1.1351
read:9.2800, augment:1.3483
read:3.4194, augment:1.2286
read:4.6375, augment:1.3564
read:8.9984, augment:1.4071
read:12.6173, augment:1.4546
read:2.2604, augment:1.2007
read:0.6371, augment:0.9537
read:1.3201, augment:1.0889
read:2.1870, augment:1.1437
read:1.7376, augment:1.1616
read:1.1015, augment:1.1034
read:4.7441, augment:1.3916
read:1.9138, augment:1.1313
read:0.4923, augment:0.8917
read:9.5487, augment:1.3986
read:8.9355, augment:1.4725
read:2.9435, augment:1.3323
read:0.5195, augment:0.9646
read:2.9221, augment:1.2598
read:0.7861, augment:1.0011
read:0.3889, augment:0.7627
read:0.5553, augment:0.8986
read:15.3353, augment:1.4052
read:9.4829, augment:1.3349
read:8.7769, augment:1.3268
read:5.9388, augment:1.4582
read:8.2955, augment:1.3890
read:0.8337, augment:1.0412
read:6.3620, augment:1.4601
read:2.6896, augment:1.3030
read:4.3464, augment:1.2276
read:2.5945, augment:1.1845
read:6.0008, augment:1.4195
read:2.2440, augment:1.2999
read:3.9449, augment:1.3764
read:1.1301, augment:1.1513
read:7.5574, augment:1.2624
read:0.7946, augment:0.9534
read:9.9559, augment:1.3814
read:4.1134, augment:1.3051
read:13.8111, augment:1.2472
read:2.9471, augment:1.2159
read:17.5531, augment:1.3502
read:18.9950, augment:1.2937
read:1.9343, augment:1.1344
read:2.4924, augment:1.0829
read:29.4631, augment:1.2896
read:4.8783, augment:1.1933
read:45.3100, augment:1.3988
read:0.7882, augment:0.9937
read:21.4148, augment:1.2755
read:6.5103, augment:1.3542
read:1.1246, augment:1.0843
read:1.9600, augment:1.1613
read:0.5789, augment:0.9961
read:16.7928, augment:1.2734
read:1.3309, augment:1.1234
read:110.9712, augment:1.5190
read:5.2733, augment:1.2412
read:1.1654, augment:1.0474
read:4.2152, augment:1.3139
read:5.4939, augment:1.3614
read:3.4492, augment:1.3101
read:0.5822, augment:0.9172
read:0.9909, augment:1.1821
read:1.2999, augment:1.0614
read:10.6411, augment:1.3046
read:7.4449, augment:1.3154
read:1.5774, augment:1.1783
read:0.3552, augment:0.9220
read:0.7603, augment:1.0011
read:0.7980, augment:0.9916
read:2.7471, augment:1.2839
read:0.6177, augment:0.9289
read:0.7989, augment:1.0405
read:44.8725, augment:1.2763
read:1.0409, augment:1.0438
read:1.8163, augment:1.1632
read:2.7092, augment:1.1792
read:1.8609, augment:1.1654
read:0.6196, augment:0.9584
read:1.4083, augment:1.2963
read:1.2853, augment:1.0598
read:0.9632, augment:1.0550
read:0.8783, augment:1.1570
read:0.7863, augment:1.0386
read:1.4985, augment:1.2224
read:21.0083, augment:1.3371
read:3.0241, augment:1.1704
read:3.2966, augment:1.1144
read:3.4497, augment:1.2515
read:0.7823, augment:0.8774
read:5.2941, augment:1.2455
read:2.2550, augment:1.2014
read:2.0330, augment:1.1077
read:1.5807, augment:1.2841
read:2.9259, augment:1.2891
read:1.6005, augment:1.3673
read:58.2132, augment:1.3669
read:1.0395, augment:1.0753
read:1.2119, augment:1.2810
read:9.0706, augment:1.2860
read:0.6757, augment:1.1325
read:2.4557, augment:1.0860
read:2.3954, augment:1.2302
read:1.5085, augment:1.1945
read:2.9628, augment:1.2469
read:3.4986, augment:1.1513
read:1.2016, augment:1.0593
read:1.6360, augment:1.1797
read:2.1777, augment:1.2364
read:3.6609, augment:1.2152
read:3.7885, augment:1.2071
read:0.8461, augment:0.9997
read:6.2294, augment:1.3447
read:1.5695, augment:1.1175
read:1.1938, augment:1.2336
read:0.7226, augment:0.9527
read:0.7761, augment:0.9379
read:55.2104, augment:1.4114
read:0.5949, augment:0.9704
read:2.3098, augment:1.1964
read:52.7542, augment:1.3466
read:197.8314, augment:1.6286
read:0.8309, augment:1.0374
read:3.6795, augment:1.2746
read:2.3143, augment:1.2040
read:4.5695, augment:1.2062
read:1.9557, augment:1.1292
read:8.8468, augment:1.3325
read:12.4166, augment:1.2801
read:3.9468, augment:1.2641
read:11.1399, augment:1.3597
read:1.2538, augment:1.0340
read:0.8228, augment:1.1439
read:1.0347, augment:0.9348
read:8.6596, augment:1.3354
read:0.8030, augment:1.1084
read:1.0862, augment:1.2043
read:1.2152, augment:1.1642
read:4.2708, augment:1.0450
read:0.6943, augment:0.9367
read:1.9205, augment:0.9849
read:9.4066, augment:1.4424
read:0.3982, augment:0.9410
read:3.9959, augment:1.0574
read:2.0149, augment:1.1177
read:1.0509, augment:1.1621
read:3.0732, augment:1.2536
read:1.0624, augment:1.0688
read:1.3447, augment:1.1284
read:2.9421, augment:1.2300
read:18.7631, augment:1.3363
read:1.0207, augment:1.1854
read:2.6233, augment:1.0176
read:11.0204, augment:1.4248
read:5.5981, augment:1.3967
read:1.6921, augment:1.0290
read:2.3355, augment:1.1749
read:0.6313, augment:0.9358
read:6.0594, augment:1.3428
read:1.1926, augment:1.1117
read:19.9847, augment:1.3516
read:8.3399, augment:1.4040
read:8.5168, augment:1.2989
read:0.6642, augment:0.9356
read:3.6600, augment:1.1973
read:10.5283, augment:1.4524
read:8.8787, augment:1.3139
read:0.5982, augment:1.0438
read:1.7149, augment:1.0598
read:2.0812, augment:1.1666
read:9.1877, augment:1.3611
read:3.5691, augment:1.3566
read:4.0605, augment:1.1973
read:2.5132, augment:1.1475
read:0.8371, augment:1.0672
read:0.6697, augment:0.9441
