read:1.4544, augment:1.4977
read:12.3956, augment:1.3831
read:2.8861, augment:1.3745
read:5.8610, augment:1.3564
read:1.9977, augment:1.3707
read:5.2676, augment:1.3044
read:1.6575, augment:1.3022
read:1.4985, augment:1.0705
read:3.7532, augment:1.3530
read:3.4974, augment:1.1778
read:1.5373, augment:1.2946
read:5.6577, augment:1.2395
read:1.5852, augment:1.2491
read:1.4098, augment:1.2879
read:1.3080, augment:1.0579
read:1.4839, augment:1.1125
read:2.0852, augment:1.2908
read:9.8617, augment:1.3440
read:4.1289, augment:1.2949
read:6.0403, augment:1.3568
read:8.1811, augment:1.3762
read:2.3353, augment:1.3933
read:2.2302, augment:1.3094
read:3.6626, augment:1.2369
read:2.5065, augment:1.2951
read:2.8594, augment:1.1637
read:2.0752, augment:1.3216
read:5.8861, augment:1.3762
read:1.2941, augment:1.0939
read:5.9590, augment:1.3027
read:1.7488, augment:1.2560
read:7.0295, augment:1.1222
read:6.4509, augment:1.2953
read:1.7087, augment:1.1833
read:2.5694, augment:1.1401
read:7.1652, augment:1.3354
read:1.2555, augment:1.0498
read:1.4045, augment:1.2121
read:0.3617, augment:1.0705
read:3.5849, augment:1.2362
read:2.0168, augment:1.2698
read:5.2664, augment:1.3249
read:1.1780, augment:1.0428
read:5.4958, augment:1.3745
read:2.5511, augment:1.1988
read:0.5343, augment:1.0166
read:5.4383, augment:1.4226
read:12.4934, augment:1.2665
read:3.2544, augment:1.2405
read:1.0872, augment:1.0188
read:0.5789, augment:1.0459
read:5.1363, augment:1.3607
read:5.1436, augment:1.3578
read:6.7129, augment:1.4653
read:1.5316, augment:1.0407
read:12.4900, augment:1.3566
read:1.8737, augment:1.1473
read:0.7288, augment:0.9573
read:2.5816, augment:1.3735
read:5.1668, augment:1.2836
read:3.7050, augment:1.3433
read:1.5795, augment:1.1251
read:2.1250, augment:1.3392
read:0.3908, augment:0.9539
read:0.6309, augment:0.9081
read:6.5238, augment:1.2970
read:7.6380, augment:1.3239
read:3.7975, augment:1.0138
read:3.5217, augment:1.3797
read:5.0361, augment:1.3006
read:3.2179, augment:1.1156
read:1.8382, augment:1.2202
read:3.7739, augment:1.2934
read:1.3678, augment:1.2050
read:6.7930, augment:1.3168
read:2.7285, augment:1.3301
read:6.9218, augment:1.3690
read:0.8023, augment:1.0161
read:4.7011, augment:1.1947
read:3.0141, augment:1.3089
read:3.3755, augment:1.3032
read:1.3950, augment:1.2498
read:7.7019, augment:1.3070
read:2.9762, augment:1.3082
read:8.4472, augment:1.3075
read:2.3193, augment:1.2980
read:2.7072, augment:1.1489
read:1.4458, augment:1.2929
read:6.4819, augment:1.4098
read:2.8424, augment:1.3433
read:4.8287, augment:1.3630
read:3.0785, augment:1.2689
read:2.4004, augment:1.2226
read:4.4031, augment:1.2662
read:6.5846, augment:1.3416
read:1.5371, augment:1.2722
read:5.1310, augment:1.3220
read:233.1924, augment:3.8807
read:6.3169, augment:1.3916
read:6.4628, augment:1.2641
read:1.7204, augment:1.3936
read:3.6371, augment:1.2019
read:2.7902, augment:1.2088
read:6.6831, augment:1.2960
read:4.0159, augment:1.1504
read:1.1203, augment:1.1139
read:5.5549, augment:1.3759
read:3.5911, augment:1.2703
read:1.2186, augment:1.3747
read:3.3128, augment:1.3504
read:8.6281, augment:1.3349
read:2.8756, augment:1.3239
read:3.3894, augment:1.2202
read:2.5384, augment:1.1690
read:3.3429, augment:1.2646
read:3.7539, augment:1.2248
read:0.8950, augment:1.0467
read:1.0962, augment:1.0538
read:4.1068, augment:1.2069
read:10.5121, augment:1.2736
read:6.6547, augment:1.3437
read:6.2525, augment:1.2875
read:1.3745, augment:1.4203
read:6.5444, augment:1.3974
read:2.6386, augment:1.2560
read:2.0969, augment:1.3137
read:3.0849, augment:1.4007
read:1.9138, augment:1.3235
read:2.2030, augment:1.1234
read:1.6909, augment:1.2202
read:5.5645, augment:1.3261
read:7.7536, augment:1.3859
read:7.0221, augment:1.3082
read:2.0192, augment:1.2097
read:6.0546, augment:1.3580
read:4.8711, augment:1.2910
read:7.2834, augment:1.4305
read:2.1474, augment:1.0767
read:2.7506, augment:1.1761
read:8.3921, augment:1.3003
read:0.6485, augment:0.9255
read:2.8839, augment:1.0796
read:2.9883, augment:1.1740
read:4.6279, augment:1.3921
read:3.9999, augment:1.2777
read:3.8140, augment:1.2140
read:0.9871, augment:1.0262
read:3.6812, augment:1.2023
read:1.5175, augment:1.0800
read:3.6106, augment:1.1606
read:7.3059, augment:1.2715
read:341.3725, augment:4.1490
read:3.9456, augment:1.2159
read:1.6243, augment:1.3421
read:12.6543, augment:1.3680
read:1.5664, augment:1.1032
read:0.5169, augment:1.0655
read:38.5327, augment:1.4095
read:2.4948, augment:1.2348
read:2.7454, augment:1.2090
read:5.6076, augment:1.3289
read:0.9863, augment:1.0152
read:2.0256, augment:1.1482
read:8.4329, augment:1.3669
read:7.7477, augment:1.3468
read:3.4304, augment:1.2400
read:11.3275, augment:1.2918
read:3.9575, augment:1.3165
read:0.6831, augment:0.9785
read:0.7646, augment:0.9651
read:1.2720, augment:1.1973
read:6.6919, augment:1.2548
read:2.0845, augment:1.0915
read:1.0142, augment:0.9639
read:8.6200, augment:1.3831
read:4.3995, augment:1.2422
read:0.9983, augment:0.9961
read:1.4532, augment:1.0900
read:0.6940, augment:0.9677
read:5.4538, augment:1.4479
read:0.7315, augment:1.0190
read:0.8733, augment:0.9871
read:5.4007, augment:1.2782
read:44.2648, augment:1.4126
read:1.0855, augment:1.1632
read:0.8278, augment:1.0562
read:1.1923, augment:0.9751
read:4.8649, augment:1.3573
read:6.4940, augment:1.3535
read:11.4942, augment:1.2887
read:4.7288, augment:1.3340
read:0.9279, augment:1.0450
read:4.1366, augment:1.3576
read:0.5641, augment:0.9353
read:2.3634, augment:1.0846
read:2.2793, augment:1.2054
read:3.6058, augment:1.2617
read:3.3877, augment:1.2474
read:1.2128, augment:1.0078
read:2.4674, augment:1.1618
read:16.2632, augment:1.3313
read:2.3685, augment:1.2233
read:5.5771, augment:1.3006
read:1.8563, augment:1.2841
read:3.0365, augment:1.4272
read:2.3396, augment:1.1237
read:9.4914, augment:1.3385
read:0.5677, augment:0.9480
read:4.4584, augment:1.3340
read:8.3487, augment:1.2965
read:6.7394, augment:1.3018
read:6.1777, augment:1.2968
read:7.2520, augment:1.3900
read:2.0585, augment:1.1129
read:12.2883, augment:1.3368
read:10.1595, augment:1.3070
read:9.1527, augment:1.2808
read:0.5965, augment:0.9310
read:8.5702, augment:1.3471
read:13.5155, augment:1.3454
read:4.3397, augment:1.3108
read:0.8929, augment:0.9704
read:22.7537, augment:1.4081
read:12.3188, augment:1.3041
read:8.1177, augment:1.3900
read:6.4278, augment:1.3292
read:1.4088, augment:1.1404
read:3.2318, augment:1.2579
read:17.6029, augment:1.1761
read:0.5736, augment:0.9277
read:1.6766, augment:1.0996
read:1.6420, augment:1.0786
read:7.7267, augment:1.3525
read:0.8557, augment:1.0540
read:7.0059, augment:1.3082
read:1.8919, augment:1.1284
read:0.9520, augment:1.1058
read:0.3078, augment:0.9034
read:16.5792, augment:1.2946
read:1.7526, augment:1.0583
read:2.8148, augment:1.4331
read:4.9798, augment:1.3833
read:11.4155, augment:1.3034
read:1.1647, augment:1.0993
read:3.4394, augment:1.3146
read:2.7833, augment:1.1435
read:0.5352, augment:0.9916
read:8.2643, augment:1.4403
read:13.9766, augment:1.2846
read:2.5811, augment:1.1649
read:0.6120, augment:0.9718
read:5.8639, augment:1.3299
read:6.2969, augment:1.3568
read:2.7206, augment:1.1966
read:2.6593, augment:1.1456
read:0.6320, augment:0.9401
read:0.6986, augment:0.9515
read:4.3728, augment:1.3218
read:1.4656, augment:1.1179
read:9.3939, augment:1.2968
read:2.6903, augment:1.1914
read:3.6867, augment:1.3666
read:2.4457, augment:1.1175
read:0.6897, augment:1.0459
read:2.0649, augment:1.1194
read:3.2017, augment:1.1621
read:1.7672, augment:1.1981
read:1.3924, augment:1.0779
read:5.6090, augment:1.3375
read:5.1198, augment:1.2963
read:4.9977, augment:1.3394
read:1.8337, augment:1.1952
read:10.4449, augment:1.3840
read:7.5142, augment:1.3618
read:1.3063, augment:0.9913
read:2.3067, augment:1.1933
read:2.2700, augment:1.1408
read:15.8057, augment:1.3623
read:1.0936, augment:1.0724
read:15.8486, augment:1.3454
read:1.9948, augment:1.1220
read:10.4046, augment:1.3237
read:3.1879, augment:1.2329
read:3.8974, augment:1.3299
read:0.8266, augment:0.9730
read:0.4964, augment:0.8891
read:0.9851, augment:1.2391
read:1.0512, augment:1.0006
read:2.6789, augment:1.1647
read:6.0394, augment:1.3785
read:2.4703, augment:1.2074
read:0.5434, augment:0.9670
read:8.7330, augment:1.3678
read:0.7055, augment:0.9444
read:11.2457, augment:1.3371
read:20.3478, augment:1.2569
read:4.4384, augment:1.1802
read:1.7445, augment:1.1988
read:1.4188, augment:1.0915
read:1.0664, augment:1.0378
read:0.7470, augment:0.9906
read:74.4615, augment:1.4677
read:0.6549, augment:0.9751
read:0.6738, augment:0.9785
read:23.3245, augment:1.3931
read:0.9003, augment:0.9959
read:8.3265, augment:1.3888
read:2.0778, augment:1.1611
read:8.4507, augment:1.3800
read:2.1749, augment:1.1010
read:1.5435, augment:1.1532
read:1.1046, augment:1.0433
read:2.0969, augment:1.1213
read:1.5941, augment:1.1189
read:1.6997, augment:1.1151
read:4.3840, augment:1.2307
read:17.3161, augment:1.3006
read:2.2039, augment:1.1945
read:8.2836, augment:1.3657
read:4.8838, augment:1.2496
read:7.8044, augment:1.4105
read:0.6969, augment:1.0073
read:5.6188, augment:1.3883
read:9.6416, augment:1.3225
read:2.2955, augment:1.1144
read:44.1968, augment:1.3385
read:9.0659, augment:1.2941
read:3.4463, augment:1.0533
read:3.2930, augment:1.2844
read:3.6118, augment:1.2374
read:10.0250, augment:1.3702
read:2.0335, augment:1.1821
read:0.6022, augment:0.9723
read:18.4302, augment:1.2810
read:9.7988, augment:1.4441
read:156.8000, augment:1.5557
read:1.0664, augment:1.0748
read:8.0490, augment:1.4076
read:2.2523, augment:1.1692
read:1.5874, augment:1.1818
read:0.9611, augment:1.1554
read:8.5530, augment:1.4265
read:6.9110, augment:1.3030
read:9.7022, augment:1.3974
read:3.6762, augment:1.2689
read:1.2085, augment:1.0061
read:0.4172, augment:1.0107
read:1.5407, augment:1.1199
read:1.1842, augment:1.0657
read:2.4786, augment:1.1840
read:0.8485, augment:0.9110
read:3.3121, augment:1.3182
read:21.4996, augment:1.2937
read:6.2339, augment:1.2887
read:2.0089, augment:0.9608
read:13.4053, augment:1.3416
read:0.9131, augment:1.0116
read:4.5264, augment:1.3001
read:11.5898, augment:1.1904
read:2.0959, augment:1.2178
read:4.2994, augment:1.3683
read:2.2781, augment:1.1296
read:2.0013, augment:1.1318
read:3.2115, augment:1.2112
read:11.7452, augment:1.2887
read:5.1963, augment:1.3416
read:5.3964, augment:1.2736
read:1.2715, augment:1.1079
read:0.6747, augment:0.9897
read:116.5588, augment:1.4198
read:20.5584, augment:1.2760
read:1.5910, augment:1.1177
read:23.7162, augment:1.4427
read:1.0450, augment:1.0760
read:2.0194, augment:1.1690
read:11.3249, augment:1.3111
read:1.9505, augment:1.1709
read:0.4942, augment:0.9105
read:3.5644, augment:1.2534
read:4.7522, augment:1.2569
read:12.9478, augment:1.3764
read:38.9576, augment:1.3266
read:1.3039, augment:1.0905
read:1.3525, augment:1.0943
read:4.4496, augment:1.2898
read:3.6948, augment:1.2341
read:1.7166, augment:1.1098
read:4.3507, augment:1.3542
read:5.6989, augment:1.4017
read:9.9573, augment:1.3359
read:0.6766, augment:0.9665
read:2.5525, augment:1.1351
read:1.7095, augment:1.1606
read:3.0630, augment:1.2081
read:23.7591, augment:1.3316
read:1.1225, augment:1.0521
read:5.6503, augment:1.2815
read:12.0995, augment:1.3621
read:19.1274, augment:1.2970
read:0.5541, augment:1.0204
read:0.5145, augment:0.9556
read:1.7319, augment:1.0974
read:1.2701, augment:1.0619
read:0.7455, augment:0.9427
read:1.1604, augment:1.0681
read:2.8090, augment:1.2090
read:7.9944, augment:1.4784
read:0.8781, augment:1.0467
read:5.8815, augment:1.3311
read:0.6764, augment:0.9842
read:11.4446, augment:1.4160
read:4.7784, augment:1.2896
read:8.2951, augment:1.3778
read:0.5591, augment:0.9062
read:10.6275, augment:1.2424
read:0.7782, augment:0.9923
read:2.3482, augment:1.2329
read:2.0099, augment:1.0729
read:5.1298, augment:1.4460
read:9.1548, augment:1.3330
read:0.5817, augment:0.9332
read:0.6680, augment:0.9205
read:0.8929, augment:1.0908
read:4.0028, augment:1.2603
read:5.0156, augment:1.2443
read:0.7770, augment:0.9947
read:10.7789, augment:1.3454
read:0.6154, augment:0.9873
read:210.8269, augment:4.8904
read:3.2616, augment:1.3578
read:4.5502, augment:1.3657
read:2.7316, augment:1.1637
read:12.3270, augment:1.4203
read:1.3676, augment:1.0619
read:1.8511, augment:1.1492
read:1.5588, augment:1.0998
read:0.5662, augment:0.9606
read:3.3951, augment:1.0405
read:4.3607, augment:1.3299
read:0.6940, augment:1.0040
read:9.5587, augment:1.3747
read:10.3629, augment:1.3492
read:0.5667, augment:0.9465
read:8.8646, augment:1.3564
read:1.9529, augment:1.1842
read:0.8779, augment:0.9794
read:1.3840, augment:0.9987
read:2.4309, augment:1.1394
read:1.1868, augment:1.0943
read:2.2871, augment:1.1306
read:0.5679, augment:0.9422
read:10.8960, augment:1.3628
read:6.8030, augment:1.3161
read:3.8912, augment:1.2681
read:4.3774, augment:1.3928
read:82.9513, augment:1.3742
read:1.7602, augment:1.1346
read:1.8909, augment:1.1415
read:0.5829, augment:0.9117
read:20.1144, augment:1.3022
read:2.8007, augment:1.2822
read:6.3331, augment:1.3003
read:1.0803, augment:1.0695
read:0.6554, augment:0.9232
read:6.0415, augment:1.3704
read:3.3760, augment:1.1871
read:6.6271, augment:1.2763
read:6.0170, augment:1.3132
read:0.9222, augment:0.9587
read:9.6419, augment:1.2989
read:9.8312, augment:1.3549
read:7.6687, augment:1.3173
read:6.9859, augment:1.2980
read:2.8744, augment:1.2672
read:0.7434, augment:0.9875
read:1.8907, augment:1.2252
read:0.6421, augment:0.9196
read:0.5922, augment:0.9177
read:7.1778, augment:1.4391
read:7.9529, augment:1.2918
read:0.7041, augment:0.9999
read:1.7185, augment:1.3101
read:0.6340, augment:1.0095
read:1.8826, augment:1.1101
read:3.7124, augment:1.3371
read:3.5882, augment:1.2026
read:2.6276, augment:1.2398
read:1.7240, augment:1.1642
read:1.9820, augment:1.0927
read:3.7849, augment:1.3022
read:2.3365, augment:1.1115
read:9.1114, augment:1.3230
read:3.3751, augment:1.2331
read:4.5910, augment:1.4055
read:8.9345, augment:1.3208
read:12.5701, augment:1.3061
read:2.2442, augment:1.2906
read:0.6387, augment:0.9325
read:1.3044, augment:1.0583
read:2.1770, augment:1.1604
read:1.6637, augment:1.1258
read:1.1048, augment:1.0281
read:4.6792, augment:1.3232
read:1.8771, augment:1.1876
read:0.4842, augment:0.9360
read:9.6147, augment:1.3154
read:8.8201, augment:1.3604
read:2.8877, augment:1.3924
read:0.5038, augment:0.9389
read:2.8791, augment:1.2436
read:0.7687, augment:1.0161
read:0.3841, augment:0.9623
read:0.5488, augment:0.9158
read:15.1763, augment:1.3192
read:9.4318, augment:1.2162
read:8.6050, augment:1.3835
read:5.8868, augment:1.4157
read:8.1797, augment:1.3974
read:0.8171, augment:0.9418
read:6.3388, augment:1.3158
read:2.7149, augment:1.2410
read:4.2851, augment:1.3206
read:2.4877, augment:1.2779
read:5.8730, augment:1.4307
read:2.2171, augment:1.1649
read:3.9127, augment:1.3809
read:1.0979, augment:1.0328
read:7.3693, augment:1.3263
read:0.8280, augment:0.9353
read:9.8896, augment:1.3855
read:4.0748, augment:1.3232
read:13.7866, augment:1.3473
read:2.9237, augment:1.2140
read:17.4916, augment:1.3330
read:18.8277, augment:1.3483
read:1.8442, augment:1.1542
read:2.4865, augment:1.1642
read:29.3288, augment:1.2891
read:4.8900, augment:1.3444
read:45.0125, augment:1.3013
read:0.7942, augment:1.0428
read:21.2879, augment:1.3301
read:6.4547, augment:1.3490
read:1.1430, augment:1.0700
read:1.9097, augment:1.1349
read:0.5701, augment:0.9196
read:16.6814, augment:1.2727
read:1.3487, augment:1.1251
read:110.8477, augment:1.4367
read:5.1906, augment:1.2405
read:1.0905, augment:1.0202
read:4.1919, augment:1.3478
read:5.4305, augment:1.3635
read:3.4153, augment:1.2872
read:0.5369, augment:0.9651
read:0.9756, augment:1.2429
read:1.2228, augment:0.8967
read:10.6730, augment:1.3077
read:7.3621, augment:1.3306
read:1.5938, augment:1.1880
read:0.3521, augment:0.9198
read:0.7463, augment:0.9892
read:0.7915, augment:0.9518
read:2.7471, augment:1.2312
read:0.6196, augment:0.9925
read:0.7646, augment:0.9885
read:44.7428, augment:1.3576
read:0.9885, augment:1.0319
read:1.8272, augment:1.0915
read:2.6963, augment:1.2457
read:1.8475, augment:1.1296
read:0.5822, augment:0.9964
read:1.3967, augment:1.2176
read:1.2639, augment:1.0121
read:0.9475, augment:1.1256
read:0.8907, augment:1.0962
read:0.7777, augment:0.9916
read:1.4932, augment:1.1692
read:21.0261, augment:1.2970
read:3.0150, augment:1.1582
read:3.2806, augment:1.1244
read:3.4232, augment:1.2858
read:0.7677, augment:1.0741
read:5.2884, augment:1.2445
read:2.2342, augment:1.1954
read:2.0216, augment:1.1392
read:1.5864, augment:1.2963
read:2.9540, augment:1.2188
read:1.5910, augment:1.3618
read:58.1164, augment:1.4045
read:1.0369, augment:1.0419
read:1.1995, augment:1.2321
read:9.0420, augment:1.3669
read:0.6630, augment:1.1325
read:2.4502, augment:1.1008
read:2.3835, augment:1.2105
read:1.4653, augment:1.2259
read:2.9521, augment:1.1652
read:3.4723, augment:1.2333
read:1.2095, augment:1.0409
read:1.6222, augment:1.1380
read:2.1977, augment:1.3072
read:3.6407, augment:1.2386
read:3.7825, augment:1.2448
read:0.8318, augment:1.0748
read:6.2056, augment:1.4238
read:1.5411, augment:1.1621
read:1.1988, augment:1.2212
read:0.7217, augment:0.9725
read:0.7818, augment:0.9999
read:55.3265, augment:1.4207
read:0.5956, augment:0.9687
read:2.2976, augment:1.2043
read:52.6047, augment:1.4088
read:197.3519, augment:1.6134
read:0.8409, augment:1.0180
read:3.6545, augment:1.2019
read:2.3062, augment:1.1675
read:4.5676, augment:1.1945
read:1.9495, augment:1.1230
read:8.8992, augment:1.3695
read:12.3248, augment:1.2805
read:3.9392, augment:1.3394
read:11.0896, augment:1.3483
read:1.2333, augment:1.0729
read:0.8247, augment:1.1656
read:1.0324, augment:0.9334
read:8.6076, augment:1.3764
read:0.7913, augment:1.0736
read:1.0240, augment:1.2088
read:1.1976, augment:1.0760
read:4.2555, augment:1.2441
read:0.6809, augment:0.9120
read:1.8964, augment:1.1446
read:9.4440, augment:1.3773
read:0.4075, augment:0.9630
read:4.0028, augment:1.2047
read:1.9991, augment:1.1225
read:1.0157, augment:1.0812
read:3.0088, augment:1.2875
read:1.0412, augment:1.0035
read:1.3282, augment:1.0808
read:2.9037, augment:1.1661
read:18.7733, augment:1.2784
read:1.0152, augment:1.0877
read:2.6634, augment:1.0474
read:11.1048, augment:1.3077
read:5.6555, augment:1.3127
read:1.6620, augment:0.9685
read:2.2664, augment:1.2889
read:0.6182, augment:0.9160
read:6.0780, augment:1.3983
read:1.1868, augment:1.0793
read:19.8991, augment:1.2929
read:8.2505, augment:1.3657
read:8.5440, augment:1.3242
read:0.6535, augment:0.9866
read:3.6469, augment:1.2255
read:10.4408, augment:1.3266
read:8.8158, augment:1.3003
read:0.5834, augment:0.9837
read:1.7529, augment:1.0650
read:2.0664, augment:1.1799
read:9.0270, augment:1.2944
read:3.4654, augment:1.4923
read:4.0300, augment:1.1342
read:2.5301, augment:1.2164
read:0.8318, augment:1.0104
read:0.6869, augment:0.9181
