read:1.5078, augment:1.4114
read:0.9387, augment:1.0989
read:1.4441, augment:1.1547
read:6.1424, augment:1.3578
read:5.7826, augment:1.3080
read:2.3341, augment:1.2677
read:2.5671, augment:1.2145
read:9.7587, augment:1.3041
read:3.3662, augment:1.2190
read:3.7029, augment:1.2670
read:1.2801, augment:1.0741
read:2.4338, augment:1.1923
read:4.7553, augment:1.3287
read:60.6239, augment:2.1346
read:6.1591, augment:1.9913
read:5.4102, augment:1.8411
read:14.6110, augment:2.1625
read:4.6694, augment:2.0959
read:10.3192, augment:2.2378
read:1.5824, augment:1.8156
read:3.2525, augment:1.8430
read:3.1216, augment:1.7896
read:6.2647, augment:1.2391
read:1.1635, augment:1.0934
read:2.0702, augment:1.1432
read:1.6735, augment:1.0555
read:11.4360, augment:1.3711
read:2.0051, augment:1.0414
read:9.1941, augment:1.3359
read:1.0517, augment:1.0915
read:3.9284, augment:1.2972
read:8.3535, augment:1.3950
read:1.9813, augment:1.1303
read:5.4677, augment:1.3862
read:6.3348, augment:1.3247
read:3.7463, augment:1.1714
read:0.5975, augment:0.8905
read:1.7483, augment:1.0977
read:6.7654, augment:1.3630
read:2.9094, augment:1.1976
read:7.1402, augment:1.3161
read:2.2011, augment:1.1749
read:2.6314, augment:1.0910
read:6.9759, augment:1.3249
read:4.2992, augment:1.3149
read:8.8854, augment:1.3835
read:3.8404, augment:1.1497
read:2.9449, augment:1.0207
read:0.5763, augment:0.9317
read:4.9605, augment:1.2565
read:11.5359, augment:1.4100
read:7.0698, augment:1.3890
read:3.9661, augment:1.0631
read:2.7409, augment:1.1218
read:6.8777, augment:1.3828
read:3.4959, augment:1.3218
read:2.1052, augment:1.2004
read:0.5341, augment:0.8621
read:4.4918, augment:1.2167
read:3.6697, augment:1.1315
read:42.5489, augment:1.4155
read:8.8158, augment:1.3402
read:0.6011, augment:0.9193
read:1.2474, augment:1.0693
read:5.8286, augment:1.3118
read:2.0251, augment:1.0097
read:5.8804, augment:1.2650
read:1.4060, augment:1.1201
read:4.0762, augment:1.3137
read:6.7649, augment:1.2608
read:1.1215, augment:1.0316
read:10.6025, augment:1.4226
read:2.8725, augment:1.3626
read:4.0777, augment:1.2350
read:5.6250, augment:1.4675
read:7.2145, augment:1.3926
read:2.5966, augment:1.3254
read:3.2663, augment:1.1611
read:6.8688, augment:1.2712
read:3.5281, augment:1.2043
read:4.3230, augment:1.3049
read:1.4768, augment:1.2279
read:15.1584, augment:1.3599
read:9.2487, augment:1.3750
read:1.7445, augment:1.1058
read:1.4632, augment:1.1010
read:62.3381, augment:2.3930
read:6.8378, augment:1.4377
read:1.3547, augment:1.0529
read:6.5262, augment:1.2581
read:3.3033, augment:1.1027
read:0.7484, augment:0.7861
read:0.8540, augment:1.0135
read:8.3911, augment:1.4219
read:2.0022, augment:1.2386
read:17.0994, augment:1.2784
read:3.0110, augment:1.0643
read:1.6665, augment:1.3161
read:5.3525, augment:1.3123
read:3.2864, augment:1.2360
read:4.8010, augment:1.3959
read:1.5774, augment:1.2245
read:2.4092, augment:1.1275
read:2.1927, augment:1.2951
read:2.6195, augment:1.3773
read:0.7491, augment:0.9778
read:6.6667, augment:1.3590
read:7.7376, augment:1.7257
read:1.6258, augment:1.0514
read:1.1895, augment:1.2555
read:7.9906, augment:1.4424
read:2.7697, augment:1.3118
read:6.6533, augment:1.3878
read:4.4341, augment:1.4763
read:2.6574, augment:1.5178
read:1.3773, augment:1.1663
read:3.5460, augment:1.2903
read:2.3260, augment:1.2255
read:1.6174, augment:1.4944
read:1.0889, augment:1.1888
read:2.9738, augment:1.2214
read:2.8365, augment:1.2932
read:1.9021, augment:1.2293
read:2.8722, augment:1.1480
read:8.2676, augment:1.3788
read:2.0144, augment:1.2267
read:8.0640, augment:1.4555
read:4.3702, augment:1.2534
read:2.2461, augment:1.3275
read:3.6402, augment:1.2143
read:1.8823, augment:1.2782
read:1.5740, augment:1.3201
read:4.8325, augment:1.3855
read:0.6707, augment:0.9909
read:1.0598, augment:1.0083
read:7.0724, augment:1.3723
read:3.4902, augment:1.1997
read:8.9521, augment:1.3239
read:1.1165, augment:1.0693
read:6.9559, augment:1.3702
read:5.7638, augment:1.2805
read:5.6834, augment:1.3471
read:8.7235, augment:1.3695
read:13.8426, augment:1.3385
read:3.1838, augment:1.1837
read:2.0952, augment:1.1168
read:2.9850, augment:1.4305
read:12.3212, augment:1.3497
read:2.9685, augment:1.3103
read:5.8572, augment:1.1420
read:2.0511, augment:1.3671
read:5.2240, augment:1.3807
read:1.7130, augment:1.3456
read:1.5538, augment:1.0757
read:3.7501, augment:1.2219
read:3.4835, augment:1.1375
read:1.5862, augment:1.2558
read:5.6145, augment:1.3111
read:1.5528, augment:1.3065
read:1.4660, augment:1.2500
read:1.3103, augment:1.0848
read:1.4415, augment:1.1230
read:2.1057, augment:1.2333
read:9.8743, augment:1.3041
read:4.1161, augment:1.2503
read:5.8973, augment:1.3046
read:8.1029, augment:1.4374
read:2.3108, augment:1.3313
read:2.2488, augment:1.3678
read:3.6697, augment:1.3149
read:2.4655, augment:1.3359
read:2.7676, augment:1.2400
read:2.0344, augment:1.3511
read:5.8203, augment:1.3068
read:1.3363, augment:1.1237
read:6.0217, augment:1.3592
read:1.7042, augment:1.2977
read:7.1056, augment:1.4045
read:6.5107, augment:1.3463
read:1.6725, augment:1.1919
read:2.5735, augment:1.1041
read:7.1175, augment:1.3072
read:1.3027, augment:1.0417
read:1.3878, augment:1.3168
read:0.3493, augment:0.9620
read:3.5870, augment:1.1954
read:2.0642, augment:1.2403
read:5.2609, augment:1.4484
read:1.1115, augment:1.0023
read:5.5242, augment:1.2968
read:2.5883, augment:1.2214
read:0.5355, augment:1.0223
read:5.5006, augment:1.2989
read:12.5535, augment:1.3409
read:3.2005, augment:1.2410
read:1.0443, augment:0.9868
read:0.5634, augment:0.9165
read:5.1377, augment:1.3225
read:5.1379, augment:1.3397
read:6.8877, augment:1.2910
read:1.5740, augment:1.0977
read:12.6271, augment:1.3065
read:1.9217, augment:1.1125
read:0.6998, augment:0.9317
read:2.5344, augment:1.4176
read:5.2376, augment:1.2784
read:3.7701, augment:1.2341
read:1.6170, augment:1.1702
read:2.0516, augment:1.3707
read:0.3798, augment:0.9196
read:0.6127, augment:0.9301
read:6.5382, augment:1.3101
read:7.6745, augment:1.3607
read:3.7897, augment:1.1449
read:3.6263, augment:1.2386
read:5.0387, augment:1.2953
read:3.2241, augment:1.0839
read:1.7912, augment:1.3015
read:3.7749, augment:1.2133
read:1.2963, augment:1.1671
read:6.8409, augment:1.3669
read:2.6691, augment:1.2395
read:6.9594, augment:1.3852
read:0.7899, augment:1.0209
read:4.6890, augment:1.3039
read:2.9404, augment:1.3423
read:3.2434, augment:1.4479
read:1.3700, augment:1.2105
read:7.7600, augment:1.3425
read:2.9750, augment:1.2891
read:8.4651, augment:1.2774
read:2.3124, augment:1.3020
read:2.7261, augment:1.2236
read:1.5068, augment:1.2407
read:6.6273, augment:1.2598
read:2.9137, augment:1.2572
read:4.8153, augment:1.4105
read:3.0360, augment:1.2834
read:2.3479, augment:1.1387
read:4.4091, augment:1.2698
read:6.5966, augment:1.3552
read:1.5376, augment:1.2424
read:5.0819, augment:1.2846
read:233.7770, augment:3.8295
read:6.2819, augment:1.4441
read:6.3796, augment:1.2820
read:1.7436, augment:1.2817
read:3.6314, augment:1.3521
read:2.8071, augment:1.2476
read:6.6710, augment:1.3812
read:3.9988, augment:1.1427
read:1.0741, augment:1.1013
read:5.5728, augment:1.2763
read:3.6051, augment:1.2233
read:1.2648, augment:1.3282
read:3.3476, augment:1.1842
read:8.6231, augment:1.3683
read:2.8374, augment:1.3332
read:3.3789, augment:1.1935
read:2.5394, augment:1.1461
read:3.3414, augment:1.1940
read:3.8199, augment:1.0402
read:0.8948, augment:1.0555
read:1.0602, augment:0.9909
read:4.0903, augment:1.1270
read:10.4492, augment:1.2896
read:6.6941, augment:1.3659
read:6.3238, augment:1.2949
read:1.4296, augment:1.3239
read:6.5391, augment:1.3647
read:2.6968, augment:1.1289
read:2.1312, augment:1.2653
read:3.2184, augment:1.3411
read:1.9641, augment:1.2696
read:2.2485, augment:1.2343
read:1.6761, augment:1.1559
read:5.5659, augment:1.3914
read:7.7870, augment:1.3342
read:6.9695, augment:1.3664
read:1.9808, augment:1.1258
read:5.9769, augment:1.3862
read:4.8435, augment:1.3940
read:7.2811, augment:1.3161
read:2.2006, augment:1.0962
read:2.7366, augment:1.1213
read:8.4026, augment:1.3273
read:0.6433, augment:0.9990
read:2.8505, augment:1.1575
read:2.9790, augment:1.2097
read:4.6022, augment:1.3318
read:4.0064, augment:1.3003
read:3.7987, augment:1.2815
read:0.9339, augment:1.0080
read:3.6886, augment:1.3297
read:1.4758, augment:1.0295
read:3.5853, augment:1.2341
read:7.3347, augment:1.3580
read:343.5173, augment:4.2233
read:3.9458, augment:1.3330
read:1.6406, augment:1.3473
read:12.6619, augment:1.3065
read:1.5626, augment:1.1756
read:0.5374, augment:0.9305
read:38.4383, augment:1.3473
read:2.4850, augment:1.2095
read:2.7497, augment:1.1382
read:5.5242, augment:1.2991
read:0.9949, augment:1.0283
read:2.0287, augment:1.2054
read:8.4321, augment:1.3602
read:7.7631, augment:1.3030
read:3.4707, augment:1.1671
read:11.2567, augment:1.2698
read:3.9544, augment:1.1663
read:0.7293, augment:0.9868
read:0.7706, augment:0.9384
read:1.2729, augment:1.2004
read:6.7308, augment:1.2529
read:2.0568, augment:1.1766
read:1.0090, augment:0.9623
read:8.6067, augment:1.3642
read:4.3924, augment:1.3123
read:0.9491, augment:0.9871
read:1.4560, augment:1.0061
read:0.6428, augment:0.9515
read:5.4331, augment:1.3123
read:0.7832, augment:1.0490
read:0.8888, augment:0.9499
read:5.4109, augment:1.2758
read:44.3823, augment:1.2960
read:1.1322, augment:1.1601
read:0.8373, augment:0.9961
read:1.2231, augment:0.9761
read:4.8583, augment:1.3616
read:6.5465, augment:1.4312
read:11.5898, augment:1.3063
read:4.7219, augment:1.2867
read:0.9775, augment:0.9887
read:4.1144, augment:1.2546
read:0.5324, augment:0.9568
read:2.3634, augment:1.1718
read:2.3229, augment:1.1656
read:3.6373, augment:1.3816
read:3.3565, augment:1.3132
read:1.2136, augment:1.0109
read:2.4724, augment:1.1549
read:16.2265, augment:1.2980
read:2.3539, augment:1.2116
read:5.5826, augment:1.3750
read:1.8480, augment:1.3585
read:3.0420, augment:1.3626
read:2.3448, augment:1.1959
read:9.3939, augment:1.3518
read:0.5629, augment:0.9267
read:4.4634, augment:1.3223
read:8.3292, augment:1.3075
read:6.7527, augment:1.2906
read:6.0668, augment:1.3418
read:7.2694, augment:1.3547
read:2.0585, augment:1.1661
read:12.3394, augment:1.2434
read:10.2589, augment:1.2991
read:9.1522, augment:1.3545
read:0.5791, augment:0.9251
read:8.5559, augment:1.3394
read:13.4964, augment:1.3444
read:4.3697, augment:1.2400
read:0.8924, augment:0.8094
read:22.9161, augment:1.3022
read:12.3196, augment:1.3392
read:8.1112, augment:1.2908
read:6.4435, augment:1.3299
read:1.3573, augment:1.1942
read:3.2535, augment:1.3211
read:17.6902, augment:1.3397
read:0.5689, augment:0.9620
read:1.6551, augment:1.1551
read:1.6463, augment:1.0335
read:7.7140, augment:1.4353
read:0.8435, augment:0.9744
read:7.0310, augment:1.2946
read:1.9138, augment:1.1556
read:0.9389, augment:1.0653
read:0.2956, augment:0.9012
read:16.7196, augment:1.2827
read:1.7748, augment:1.0710
read:2.8689, augment:1.3342
read:4.9596, augment:1.3602
read:11.4427, augment:1.3096
read:1.1673, augment:1.1346
read:3.4347, augment:1.2403
read:2.7599, augment:1.1110
read:0.5236, augment:0.8712
read:8.1482, augment:1.3237
read:14.0464, augment:1.2760
read:2.5914, augment:1.2243
read:0.5741, augment:0.9329
read:5.8689, augment:1.1978
read:6.3252, augment:1.2288
read:2.7764, augment:1.1499
read:2.7139, augment:1.1642
read:0.5944, augment:1.0118
read:0.7076, augment:0.8891
read:4.3359, augment:1.3120
read:1.5104, augment:1.1237
read:9.3586, augment:1.3652
read:2.6968, augment:1.2076
read:3.7031, augment:1.3816
read:2.4641, augment:1.1253
read:0.6711, augment:0.9437
read:2.0859, augment:1.0843
read:3.2482, augment:1.1508
read:1.8187, augment:1.2138
read:1.3592, augment:1.0562
read:5.6088, augment:1.3509
read:5.1239, augment:1.3459
read:4.9460, augment:1.3998
read:1.8270, augment:1.0946
read:10.3962, augment:1.3103
read:7.5657, augment:1.3032
read:1.3065, augment:1.0588
read:2.3329, augment:1.1852
read:2.2891, augment:1.1446
read:15.8765, augment:1.3690
read:1.0936, augment:1.0893
read:15.9078, augment:1.2884
read:1.9991, augment:1.0743
read:10.3650, augment:1.4243
read:3.1984, augment:1.1816
read:3.9139, augment:1.3101
read:0.7777, augment:1.0555
read:0.5054, augment:0.8869
read:0.9439, augment:1.2136
read:1.0593, augment:1.0440
read:2.7428, augment:1.2167
read:6.0623, augment:1.3423
read:2.4767, augment:1.2026
read:0.5414, augment:0.9100
read:8.8015, augment:1.2796
read:0.7064, augment:0.9420
read:11.1666, augment:1.3638
read:20.4792, augment:1.2889
read:4.4532, augment:1.2555
read:1.7507, augment:1.1818
read:1.3723, augment:1.0862
read:1.0705, augment:1.0707
read:0.7164, augment:1.0004
read:74.2750, augment:1.4217
read:0.6630, augment:1.1880
read:0.6759, augment:0.9665
read:23.4029, augment:1.3449
read:0.9041, augment:1.0493
read:8.3659, augment:1.3807
read:2.0826, augment:1.0767
read:8.5156, augment:1.3194
read:2.1391, augment:1.1864
read:1.5485, augment:1.0970
read:1.1339, augment:1.0462
read:2.0678, augment:1.1656
read:1.6053, augment:1.0884
read:1.7228, augment:1.0574
read:4.3969, augment:1.2991
read:17.3161, augment:1.3609
read:2.2089, augment:1.2052
read:8.2304, augment:1.3182
read:4.9174, augment:1.2176
read:7.7796, augment:1.3185
read:0.7348, augment:0.9894
read:5.6143, augment:1.3599
read:9.6645, augment:1.3132
read:2.3115, augment:1.1857
read:44.2796, augment:1.3230
read:9.1369, augment:1.3430
read:3.4618, augment:1.2259
read:3.3250, augment:1.3011
read:3.5903, augment:1.3452
read:10.0322, augment:1.4610
read:2.0308, augment:1.2054
read:0.6063, augment:0.9449
read:18.4963, augment:1.3490
read:9.7961, augment:1.3528
read:157.5587, augment:1.5402
read:1.0707, augment:1.0529
read:8.0874, augment:1.3242
read:2.2740, augment:1.2243
read:1.6363, augment:1.0862
read:0.9432, augment:1.1454
read:8.5440, augment:1.2872
read:6.9671, augment:1.2798
read:9.7373, augment:1.3947
read:3.7055, augment:1.1828
read:1.2066, augment:1.1156
read:0.4020, augment:0.9825
read:1.5364, augment:1.1885
read:1.1435, augment:1.0934
read:2.4695, augment:1.1773
read:0.8421, augment:1.0536
read:3.3400, augment:1.3006
read:21.5321, augment:1.3502
read:6.2618, augment:1.3857
read:2.0068, augment:1.1313
read:13.4859, augment:1.3463
read:0.9089, augment:1.0228
read:4.5900, augment:1.2367
read:11.7254, augment:1.3003
read:2.1369, augment:1.1921
read:4.3399, augment:1.3077
read:2.2690, augment:1.1377
read:2.0661, augment:1.0946
read:3.2313, augment:1.1690
read:11.6391, augment:1.3406
read:5.2257, augment:1.2915
read:5.4116, augment:1.3659
read:1.2281, augment:1.0271
read:0.7036, augment:1.0252
read:116.5764, augment:1.4155
read:20.6137, augment:1.3347
read:1.5485, augment:1.1373
read:23.9122, augment:1.4913
read:1.0061, augment:1.0092
read:2.0664, augment:1.1082
read:11.3220, augment:1.3134
read:2.0039, augment:1.1570
read:0.4981, augment:0.9766
read:3.5849, augment:1.2414
read:4.7646, augment:1.2076
read:12.7785, augment:1.3397
read:38.9802, augment:1.3750
read:1.2465, augment:1.0564
read:1.3878, augment:1.1137
read:4.4661, augment:1.3187
read:3.6488, augment:1.3077
read:1.6801, augment:1.0343
read:4.3890, augment:1.2879
read:5.6996, augment:1.3733
read:9.8751, augment:1.3313
read:0.7164, augment:0.8156
read:2.5959, augment:1.2133
read:1.6775, augment:1.1261
read:3.0248, augment:1.2410
read:23.8130, augment:1.3380
read:1.1277, augment:1.0920
read:5.6946, augment:1.2696
read:12.1579, augment:1.3452
read:19.0966, augment:1.2128
read:0.5462, augment:0.9501
read:0.4864, augment:0.9081
read:1.7147, augment:1.0893
read:1.2729, augment:1.0545
read:0.7098, augment:0.9685
read:1.1489, augment:1.1263
read:2.7733, augment:1.3003
read:8.0533, augment:1.3528
read:0.8893, augment:1.0862
read:5.8689, augment:1.3249
read:0.7100, augment:0.9203
read:11.4787, augment:1.2875
read:4.8110, augment:1.3280
read:8.3063, augment:1.2853
read:0.5622, augment:0.9100
read:10.6540, augment:1.3480
read:0.8087, augment:1.0118
read:2.3320, augment:1.2009
read:1.9784, augment:1.1737
read:5.1670, augment:1.2765
read:9.1813, augment:1.4284
read:0.5400, augment:0.9117
read:0.6590, augment:1.0049
read:0.9160, augment:1.0197
read:4.0119, augment:1.2488
read:5.0614, augment:1.3330
read:0.7818, augment:0.9892
read:10.7586, augment:1.4076
read:0.6099, augment:0.9761
read:212.3873, augment:4.7648
read:3.2935, augment:1.2395
read:4.5648, augment:1.3452
read:2.7387, augment:1.1666
read:12.3503, augment:1.3764
read:1.4191, augment:1.0812
read:1.8158, augment:1.1156
read:1.5655, augment:1.1971
read:0.6077, augment:0.9637
read:3.4177, augment:1.1826
read:4.4007, augment:1.3409
read:0.7365, augment:0.9532
read:9.5780, augment:1.4231
read:10.3927, augment:1.3137
read:0.6156, augment:0.9747
read:9.1643, augment:1.3299
read:1.9586, augment:1.1358
read:0.8972, augment:0.9830
read:1.3781, augment:1.0521
read:2.4388, augment:1.1396
read:1.1981, augment:1.0245
read:2.2459, augment:1.2267
read:0.5715, augment:0.9711
read:11.0078, augment:1.3318
read:6.7923, augment:1.3516
read:3.9122, augment:1.2567
read:4.4119, augment:1.3201
read:83.0994, augment:1.3776
read:1.7681, augment:1.1451
read:1.8890, augment:1.1070
read:0.5770, augment:0.9520
read:20.5102, augment:1.3461
read:2.7914, augment:1.2836
read:6.3035, augment:1.3752
read:1.0629, augment:1.0457
read:0.6490, augment:0.9100
read:6.0661, augment:1.3678
read:3.3760, augment:1.2488
read:6.6817, augment:1.2624
read:6.0301, augment:1.3959
read:0.9601, augment:1.1246
read:9.6951, augment:1.3814
read:9.8011, augment:1.3719
read:7.6959, augment:1.3645
read:6.9563, augment:1.4219
read:2.8298, augment:1.2348
read:0.7398, augment:0.9844
read:1.9157, augment:1.1206
read:0.6456, augment:0.9508
read:0.6361, augment:0.9420
read:7.2088, augment:1.3242
read:7.9963, augment:1.3332
read:0.7021, augment:0.9954
read:1.6894, augment:1.3111
read:0.6783, augment:0.9534
read:1.8747, augment:1.1268
read:3.7341, augment:1.4062
read:3.6037, augment:1.2100
read:2.6388, augment:1.1802
read:1.7769, augment:1.1330
read:1.9796, augment:1.1387
read:3.7849, augment:1.2743
read:2.3725, augment:1.1563
read:9.1250, augment:1.3161
read:3.3848, augment:1.2774
read:4.6303, augment:1.3542
read:9.0156, augment:1.3628
read:12.5937, augment:1.2920
read:2.2967, augment:1.1594
read:0.6351, augment:0.9172
read:1.3628, augment:1.0357
read:2.2130, augment:1.0498
read:1.6479, augment:1.1361
read:1.0555, augment:0.9956
read:4.6630, augment:1.4389
read:1.8127, augment:1.0960
read:0.4723, augment:0.9704
read:9.4612, augment:1.3614
read:8.9536, augment:1.3671
read:2.9509, augment:1.2760
read:0.5090, augment:0.9222
read:2.8973, augment:1.1377
read:0.8104, augment:1.0037
read:0.3741, augment:0.9449
read:0.5453, augment:0.9620
read:15.1699, augment:1.3659
read:9.4876, augment:1.3661
read:8.6367, augment:1.3783
read:5.9192, augment:1.3039
read:8.2340, augment:1.3313
read:0.8292, augment:1.0459
read:6.3682, augment:1.3556
read:2.6715, augment:1.2369
read:4.2760, augment:1.2915
read:2.5253, augment:1.2398
read:5.8882, augment:1.4248
read:2.2290, augment:1.2789
read:3.9194, augment:1.3492
read:1.1020, augment:1.1356
read:7.3826, augment:1.4372
read:0.7744, augment:0.9627
read:9.9669, augment:1.3607
read:4.1044, augment:1.2488
read:13.5822, augment:1.2982
read:2.9423, augment:1.2178
read:17.6103, augment:1.2729
read:18.9083, augment:1.3428
read:1.8940, augment:1.1685
read:2.4531, augment:1.1804
read:29.4733, augment:1.3423
read:4.9331, augment:1.2858
read:45.2027, augment:1.3487
read:0.7837, augment:1.0161
read:21.1196, augment:1.3161
read:6.5045, augment:1.3511
read:1.0948, augment:1.0765
read:1.9403, augment:1.1797
read:0.5772, augment:0.9475
read:16.7725, augment:1.2584
read:1.3032, augment:1.1771
read:110.9653, augment:1.5757
read:5.1627, augment:1.2443
read:1.1384, augment:1.0836
read:4.2183, augment:1.2045
read:5.4786, augment:1.3032
read:3.4389, augment:1.2159
read:0.5343, augment:1.0018
read:0.9899, augment:1.1516
read:1.2295, augment:1.0567
read:10.6330, augment:1.3230
read:7.4065, augment:1.3695
read:1.5492, augment:1.2074
read:0.3486, augment:0.9255
read:0.7493, augment:0.9608
read:0.8159, augment:0.9940
read:2.7230, augment:1.2872
read:0.6068, augment:0.9685
read:0.7641, augment:1.0412
read:44.8382, augment:1.2896
read:0.9966, augment:1.0881
read:1.8153, augment:1.1451
read:2.7418, augment:1.1930
read:1.8902, augment:0.9944
read:0.5763, augment:0.9947
read:1.4076, augment:1.2143
read:1.3132, augment:1.0808
read:0.9720, augment:1.0488
read:0.9191, augment:1.1137
read:0.7885, augment:0.9670
read:1.5318, augment:1.2341
read:21.1141, augment:1.3885
read:2.9688, augment:1.1990
read:3.2892, augment:1.1060
read:3.4237, augment:1.3013
read:0.7675, augment:0.8700
read:5.3155, augment:1.2398
read:2.2438, augment:1.0843
read:1.9677, augment:1.1396
read:1.5848, augment:1.0014
read:2.9783, augment:1.2434
read:1.6437, augment:1.2958
read:58.2335, augment:1.3452
read:0.9964, augment:1.0581
read:1.2136, augment:1.1945
read:9.2940, augment:1.3132
read:0.6628, augment:1.0433
read:2.4936, augment:1.0450
read:2.4281, augment:1.2376
read:1.4553, augment:1.2922
read:2.9569, augment:1.2329
read:3.4826, augment:1.2465
read:1.1597, augment:1.0316
read:1.6375, augment:1.0672
read:2.2390, augment:1.1761
read:3.7293, augment:1.1821
read:3.8037, augment:1.3146
read:0.8337, augment:1.0428
read:6.3891, augment:1.3511
read:1.5039, augment:1.1508
read:1.2023, augment:1.1544
read:0.7668, augment:0.9806
read:0.7834, augment:0.9615
read:55.3567, augment:1.3185
read:0.6361, augment:0.9584
read:2.2981, augment:1.2689
read:52.7670, augment:1.2908
read:197.7348, augment:1.6196
read:0.7896, augment:1.0977
read:3.6695, augment:1.2476
read:2.2619, augment:1.2484
read:4.5803, augment:1.1814
read:1.9581, augment:1.1184
read:8.8651, augment:1.4210
read:12.1977, augment:1.3628
read:3.9372, augment:1.2424
read:11.1248, augment:1.3499
read:1.2715, augment:0.9296
read:0.8349, augment:1.0421
read:1.0650, augment:0.8175
read:8.6324, augment:1.3685
read:0.8256, augment:1.1222
read:1.0469, augment:1.1590
read:1.2481, augment:1.1783
read:4.2698, augment:1.2662
read:0.7164, augment:0.9646
read:1.8625, augment:1.1628
read:9.4669, augment:1.3075
read:0.4237, augment:1.0386
read:4.0531, augment:1.2717
read:2.0168, augment:1.1554
read:1.0214, augment:1.0123
read:3.0444, augment:1.1895
read:1.0829, augment:1.0641
read:1.2932, augment:1.1046
read:2.8660, augment:1.2743
read:18.7633, augment:1.3421
read:1.0083, augment:1.0755
read:2.6636, augment:1.1234
read:11.1954, augment:1.3127
read:5.7023, augment:1.3721
read:1.6620, augment:0.9863
read:2.2905, augment:1.2331
read:0.6118, augment:0.9534
read:6.0806, augment:1.3347
read:1.1806, augment:1.0164
read:19.8071, augment:1.3235
read:8.2819, augment:1.3616
read:8.5666, augment:1.3888
read:0.6351, augment:0.9892
read:3.6440, augment:1.2012
read:10.4611, augment:1.3766
read:8.7695, augment:1.3421
read:0.5829, augment:1.0321
read:1.7779, augment:1.1320
read:2.0654, augment:1.2236
read:9.0649, augment:1.3685
read:3.5310, augment:1.4064
read:4.0646, augment:1.2431
read:2.5263, augment:1.1511
read:0.8342, augment:1.0498
read:0.6888, augment:0.9263
