read:1.4908, augment:1.3835
read:1.1735, augment:0.9906
read:1.0960, augment:1.0831
read:1.4830, augment:1.1144
read:7.2336, augment:1.2844
read:1.0271, augment:1.1137
read:2.0723, augment:1.3862
read:1.9734, augment:1.2219
read:6.4182, augment:1.4303
read:4.8153, augment:1.2679
read:0.6239, augment:0.8950
read:3.3066, augment:1.1804
read:2.2810, augment:1.1613
read:2.1372, augment:1.0211
read:3.1438, augment:1.1332
read:4.7848, augment:1.3275
read:4.1354, augment:1.1961
read:4.3275, augment:1.2324
read:53.9913, augment:2.1019
read:1.4274, augment:1.2155
read:4.5829, augment:1.4672
read:1.1821, augment:1.1432
read:6.4228, augment:1.2736
read:1.0173, augment:1.1196
read:3.8331, augment:1.3812
read:7.1824, augment:1.3559
read:1.4474, augment:1.2853
read:4.2503, augment:1.2958
read:8.4295, augment:1.3530
read:3.8207, augment:1.1880
read:5.3933, augment:1.3177
read:8.1353, augment:1.2958
read:2.9800, augment:1.4226
read:1.3945, augment:1.1907
read:1.2894, augment:1.0910
read:1.9433, augment:1.2887
read:7.8313, augment:1.3351
read:2.7630, augment:1.0478
read:3.1493, augment:1.2269
read:2.7890, augment:1.1919
read:6.3848, augment:1.3461
read:4.4196, augment:1.1065
read:2.4753, augment:1.3268
read:7.1948, augment:1.4620
read:7.2703, augment:1.4102
read:5.5676, augment:1.4639
read:1.0140, augment:1.1857
read:1.5993, augment:1.1919
read:6.3992, augment:1.3168
read:5.8498, augment:1.2639
read:2.3746, augment:1.1997
read:2.4891, augment:1.3406
read:9.8479, augment:1.4849
read:3.7165, augment:1.3597
read:3.7465, augment:1.1816
read:1.2438, augment:1.2043
read:2.3854, augment:1.0173
read:4.7297, augment:1.4033
read:48.5840, augment:1.5957
read:3.4702, augment:1.3230
read:3.1054, augment:1.1001
read:8.2407, augment:1.2040
read:2.7814, augment:1.3659
read:5.8913, augment:1.4465
read:1.0045, augment:1.0898
read:1.8449, augment:1.0443
read:1.7521, augment:1.1544
read:4.5562, augment:1.3843
read:1.1194, augment:1.0169
read:2.1036, augment:1.1373
read:1.7238, augment:1.0979
read:11.5123, augment:1.3075
read:2.0621, augment:1.0931
read:9.1362, augment:1.4553
read:1.0474, augment:1.0393
read:3.9184, augment:1.2860
read:8.3990, augment:1.3678
read:1.9970, augment:1.2364
read:5.5456, augment:1.2934
read:6.4087, augment:1.2708
read:3.7184, augment:1.0004
read:0.6514, augment:1.0037
read:1.7207, augment:1.1079
read:6.8007, augment:1.3769
read:2.8408, augment:1.1947
read:7.1337, augment:1.3895
read:2.1646, augment:1.2329
read:2.6035, augment:1.1609
read:6.8655, augment:1.3642
read:4.3225, augment:1.3025
read:9.0032, augment:1.3959
read:3.7174, augment:1.3025
read:3.0377, augment:1.2245
read:0.5505, augment:0.8919
read:5.0032, augment:1.2569
read:11.5836, augment:1.2934
read:7.2024, augment:1.2853
read:4.1020, augment:1.3275
read:2.7411, augment:1.1346
read:6.9008, augment:1.5061
read:3.4587, augment:1.3123
read:2.1923, augment:1.1454
read:0.5331, augment:0.8755
read:4.4870, augment:1.2672
read:3.6139, augment:1.2519
read:42.8975, augment:1.3199
read:8.8756, augment:1.4572
read:0.6065, augment:0.9747
read:1.2603, augment:1.1621
read:5.8794, augment:1.3142
read:2.0499, augment:1.0219
read:5.9814, augment:1.7152
read:1.3888, augment:1.1742
read:4.0886, augment:1.3084
read:6.8483, augment:1.3103
read:1.1413, augment:1.2019
read:10.7808, augment:1.4229
read:2.8565, augment:1.3950
read:4.0970, augment:1.2839
read:5.8062, augment:1.6928
read:7.3183, augment:1.8933
read:2.6283, augment:1.3435
read:3.3407, augment:1.2736
read:6.8874, augment:1.4575
read:3.5040, augment:1.1938
read:4.3471, augment:1.2319
read:1.5254, augment:1.5702
read:15.9106, augment:1.3971
read:9.5415, augment:1.3924
read:1.7445, augment:1.3366
read:1.4675, augment:1.1597
read:62.8395, augment:2.4545
read:6.8541, augment:1.3762
read:1.4029, augment:1.0617
read:6.6307, augment:1.3492
read:3.3405, augment:1.1687
read:0.7226, augment:0.9251
read:0.8469, augment:1.1280
read:12.9204, augment:1.9226
read:3.2904, augment:1.7805
read:27.0927, augment:1.9417
read:4.8337, augment:1.8013
read:2.5368, augment:1.9898
read:8.7914, augment:2.0034
read:5.4924, augment:1.8737
read:8.4429, augment:1.9755
read:2.4996, augment:2.0726
read:3.8767, augment:1.6546
read:3.4316, augment:1.2255
read:2.6147, augment:1.4582
read:0.7586, augment:1.0581
read:7.2854, augment:1.2164
read:7.7598, augment:1.3711
read:1.6344, augment:1.1163
read:1.5512, augment:1.3506
read:7.9234, augment:1.3204
read:2.8408, augment:1.3213
read:7.0119, augment:1.3683
read:4.4096, augment:1.2493
read:2.7173, augment:1.4133
read:1.4617, augment:1.1623
read:3.4597, augment:1.2753
read:2.2423, augment:1.1723
read:1.6024, augment:1.3208
read:1.6329, augment:1.3568
read:3.1674, augment:1.5905
read:2.9378, augment:1.3599
read:1.8547, augment:1.2798
read:2.8505, augment:1.1399
read:8.6784, augment:1.3859
read:1.9801, augment:1.1644
read:8.5130, augment:1.3027
read:4.4386, augment:1.3092
read:2.2664, augment:1.2710
read:3.6654, augment:1.3041
read:1.8637, augment:1.2875
read:1.6589, augment:1.2622
read:4.9033, augment:1.3678
read:0.6766, augment:0.9596
read:1.0610, augment:1.0042
read:7.0822, augment:1.4317
read:3.5105, augment:1.2114
read:9.0303, augment:1.4644
read:1.1444, augment:1.1201
read:7.9067, augment:1.4305
read:5.8887, augment:1.2612
read:6.2115, augment:1.3595
read:9.1574, augment:1.3080
read:13.9449, augment:1.3468
read:3.1707, augment:1.1652
read:2.3017, augment:1.1959
read:2.9249, augment:1.4653
read:12.6081, augment:1.3604
read:3.5744, augment:1.4098
read:5.8928, augment:1.3728
read:2.0907, augment:1.3580
read:5.4348, augment:1.2920
read:1.6682, augment:1.3757
read:1.6086, augment:1.1349
read:4.2109, augment:1.3027
read:3.6533, augment:1.3237
read:1.5662, augment:1.4462
read:6.1076, augment:1.3502
read:1.5545, augment:1.4043
read:1.7521, augment:1.3638
read:1.3595, augment:1.0586
read:1.4575, augment:1.1230
read:2.1312, augment:1.3361
read:9.9416, augment:1.3542
read:4.1211, augment:1.3626
read:5.9261, augment:1.2133
read:8.1487, augment:1.3812
read:2.2497, augment:1.4648
read:2.1560, augment:1.3814
read:3.6223, augment:1.2372
read:2.4776, augment:1.3502
read:2.7926, augment:1.3058
read:2.0366, augment:1.4172
read:5.7914, augment:1.3037
read:1.3459, augment:1.0736
read:5.9755, augment:1.3142
read:1.7231, augment:1.2851
read:6.9208, augment:1.3342
read:6.3779, augment:1.3933
read:1.6963, augment:1.1463
read:2.5396, augment:1.1110
read:6.9997, augment:1.3094
read:1.3137, augment:1.0376
read:1.3936, augment:1.2431
read:0.3574, augment:1.0200
read:3.5429, augment:1.2305
read:2.0778, augment:1.1082
read:5.2559, augment:1.3735
read:1.1249, augment:1.0111
read:5.5106, augment:1.3134
read:2.5930, augment:1.2355
read:0.5336, augment:0.9878
read:5.5037, augment:1.2281
read:12.5515, augment:1.3502
read:3.2170, augment:1.3142
read:1.0459, augment:0.9687
read:0.5600, augment:1.1353
read:5.1038, augment:1.3168
read:5.1546, augment:1.1442
read:6.7112, augment:1.3313
read:1.5514, augment:1.0657
read:12.3384, augment:1.2708
read:1.9138, augment:1.1575
read:0.7069, augment:0.9322
read:2.5342, augment:1.4203
read:5.1699, augment:1.3356
read:3.7556, augment:1.2963
read:1.5855, augment:1.1144
read:2.0244, augment:1.0676
read:0.4585, augment:0.8986
read:0.6235, augment:0.9027
read:6.4404, augment:1.3676
read:7.6175, augment:1.3068
read:3.7487, augment:1.1723
read:3.5315, augment:1.2932
read:5.0516, augment:1.2472
read:3.1874, augment:1.1547
read:1.8034, augment:1.2057
read:3.7789, augment:1.3499
read:1.3103, augment:1.1930
read:6.7470, augment:1.3173
read:2.7692, augment:1.3483
read:6.8810, augment:1.3001
read:0.8507, augment:1.0035
read:4.6008, augment:1.2560
read:3.0127, augment:1.3630
read:3.3059, augment:1.3649
read:1.3814, augment:1.2219
read:7.5994, augment:1.3888
read:2.9321, augment:1.3790
read:8.6474, augment:1.3790
read:2.3000, augment:1.3223
read:2.7525, augment:1.2076
read:1.4565, augment:1.2870
read:6.6080, augment:1.4281
read:2.8298, augment:1.4155
read:4.9038, augment:1.3664
read:3.1092, augment:1.2362
read:2.4202, augment:1.1942
read:4.5245, augment:1.2660
read:6.8076, augment:1.3072
read:1.5457, augment:1.3361
read:5.1382, augment:1.3404
read:232.5733, augment:3.8702
read:6.5081, augment:1.3931
read:6.5174, augment:1.2922
read:1.7619, augment:1.3709
read:3.6511, augment:1.2276
read:2.8245, augment:1.1969
read:6.7079, augment:1.3270
read:4.0402, augment:1.2562
read:1.0943, augment:1.1313
read:5.6083, augment:1.2584
read:3.6001, augment:1.2071
read:1.2631, augment:1.2727
read:3.3977, augment:1.2848
read:8.6780, augment:1.3726
read:2.8121, augment:1.4226
read:3.3400, augment:1.2245
read:2.5010, augment:1.1995
read:3.3321, augment:1.2128
read:3.8161, augment:1.2486
read:0.9096, augment:1.0400
read:1.0886, augment:1.0040
read:4.1609, augment:1.3270
read:10.6499, augment:1.3430
read:6.6812, augment:1.4281
read:6.2604, augment:1.2825
read:1.4477, augment:1.3690
read:6.5529, augment:1.3149
read:2.7266, augment:1.1177
read:2.1586, augment:1.3530
read:3.2692, augment:1.3916
read:1.9994, augment:1.2693
read:2.2972, augment:1.1845
read:1.6913, augment:1.3885
read:5.6655, augment:1.3382
read:7.7748, augment:1.3833
read:7.0794, augment:1.3769
read:2.0344, augment:1.2107
read:6.0775, augment:1.3552
read:4.9398, augment:1.2794
read:7.4604, augment:1.3077
read:2.2480, augment:1.0879
read:2.8150, augment:1.1687
read:8.5120, augment:1.3759
read:0.6511, augment:0.9253
read:2.9349, augment:1.1206
read:3.0551, augment:1.1804
read:4.7266, augment:1.4155
read:4.0286, augment:1.2631
read:3.8445, augment:1.2803
read:0.9859, augment:1.0471
read:3.7675, augment:1.2023
read:1.5125, augment:1.0915
read:3.7122, augment:1.2965
read:7.4570, augment:1.3647
read:346.3116, augment:4.1647
read:4.0386, augment:1.2834
read:1.7436, augment:1.3523
read:12.8725, augment:1.3304
read:1.5337, augment:1.1024
read:0.5231, augment:0.9453
read:38.6055, augment:1.4403
read:2.4800, augment:1.2739
read:2.7435, augment:1.1780
read:5.5943, augment:1.1177
read:1.0092, augment:1.1394
read:2.0165, augment:1.1644
read:8.5721, augment:1.3845
read:7.8077, augment:1.3068
read:3.4904, augment:1.2789
read:11.3928, augment:1.3962
read:3.9887, augment:1.2436
read:0.7014, augment:0.9911
read:0.8323, augment:0.9906
read:1.2579, augment:1.2672
read:6.7003, augment:1.3189
read:2.0449, augment:1.0726
read:1.0643, augment:1.0383
read:8.7001, augment:1.3077
read:4.4372, augment:1.2882
read:0.9680, augment:1.0033
read:1.5051, augment:1.0643
read:0.6793, augment:0.9060
read:5.6102, augment:1.3559
read:0.7555, augment:1.0428
read:0.8950, augment:1.0364
read:5.4643, augment:1.3378
read:44.4295, augment:1.3013
read:1.1468, augment:1.2264
read:0.8476, augment:1.0664
read:1.2271, augment:1.0469
read:4.8914, augment:1.3173
read:6.5215, augment:1.3652
read:11.5352, augment:1.3583
read:4.7665, augment:1.2376
read:0.9534, augment:1.0645
read:4.1757, augment:1.2918
read:0.5438, augment:1.0133
read:2.3711, augment:1.1890
read:2.3460, augment:1.2016
read:3.6857, augment:1.3251
read:3.3603, augment:1.2219
read:1.2162, augment:1.0478
read:2.4781, augment:1.1778
read:16.1717, augment:1.4107
read:2.3623, augment:1.2424
read:5.5721, augment:1.2941
read:1.8547, augment:1.3111
read:3.0882, augment:1.3049
read:2.3820, augment:1.2248
read:9.4702, augment:1.4887
read:0.5713, augment:0.9141
read:4.4587, augment:1.3587
read:8.3621, augment:1.3876
read:6.8026, augment:1.3852
read:6.0616, augment:1.3485
read:7.2784, augment:1.4071
read:2.0554, augment:1.1234
read:12.3653, augment:1.2934
read:10.1137, augment:1.4040
read:9.0771, augment:1.3099
read:0.6046, augment:0.9296
read:8.5421, augment:1.3235
read:13.5655, augment:1.3428
read:4.3583, augment:1.2336
read:0.9084, augment:1.0216
read:22.7280, augment:1.3514
read:12.4059, augment:1.3633
read:8.0905, augment:1.3824
read:6.4340, augment:1.3528
read:1.4188, augment:1.0524
read:3.2234, augment:1.3075
read:17.6890, augment:1.3602
read:0.5832, augment:0.9153
read:1.6823, augment:1.1134
read:1.6553, augment:1.0715
read:7.8163, augment:1.3914
read:0.8538, augment:0.9801
read:6.9873, augment:1.3719
read:1.8907, augment:1.1268
read:0.9496, augment:1.0750
read:0.3030, augment:0.9122
read:16.7732, augment:1.3373
read:1.7231, augment:1.0703
read:2.8389, augment:1.3793
read:4.9882, augment:1.3800
read:11.3285, augment:1.3165
read:1.1752, augment:1.1489
read:3.4826, augment:1.2040
read:2.8195, augment:1.1551
read:0.5448, augment:0.9277
read:8.2664, augment:1.4579
read:14.0395, augment:1.3869
read:2.5406, augment:1.2643
read:0.5779, augment:0.9286
read:5.8813, augment:1.3142
read:6.2814, augment:1.4229
read:2.7297, augment:1.2021
read:2.6829, augment:1.2167
read:0.5994, augment:0.9305
read:0.6976, augment:0.9568
read:4.4427, augment:1.3387
read:1.4746, augment:1.1101
read:9.3207, augment:1.3986
read:2.6867, augment:1.2112
read:3.6967, augment:1.3528
read:2.4507, augment:1.1044
read:0.7153, augment:0.9830
read:2.0742, augment:1.1296
read:3.1965, augment:1.1735
read:1.7779, augment:1.1382
read:1.4195, augment:1.0464
read:5.6119, augment:1.4207
read:5.1560, augment:1.3003
read:5.0061, augment:1.3583
read:1.8899, augment:1.1575
read:10.5429, augment:1.3824
read:7.5278, augment:1.1804
read:1.3278, augment:1.0731
read:2.2750, augment:1.1311
read:2.2857, augment:1.1790
read:15.8229, augment:1.3306
read:1.0650, augment:1.0424
read:15.8818, augment:1.2987
read:1.9495, augment:1.0936
read:10.2763, augment:1.3895
read:3.2110, augment:1.1816
read:3.9279, augment:1.3747
read:0.7813, augment:1.0095
read:0.5035, augment:0.8893
read:1.0026, augment:1.1685
read:1.0726, augment:1.0772
read:2.6526, augment:1.2720
read:6.0711, augment:1.3726
read:2.4812, augment:1.1952
read:0.5457, augment:0.9630
read:8.7759, augment:1.2887
read:0.7200, augment:1.0166
read:11.3306, augment:1.3704
read:20.7040, augment:1.1349
read:4.4627, augment:1.2119
read:1.7138, augment:1.1530
read:1.4224, augment:1.2107
read:1.0965, augment:1.1168
read:0.7288, augment:0.9599
read:74.6760, augment:1.3595
read:0.6778, augment:1.2200
read:0.6857, augment:0.9587
read:23.4170, augment:1.3018
read:0.9515, augment:1.0672
read:8.5130, augment:1.2820
read:2.1365, augment:1.0941
read:8.4493, augment:1.2994
read:2.1381, augment:1.1497
read:1.6005, augment:1.1239
read:1.1070, augment:1.0176
read:2.0595, augment:1.0531
read:1.6365, augment:0.9563
read:1.6966, augment:1.0157
read:4.3869, augment:1.1930
read:17.2741, augment:1.3502
read:2.1694, augment:1.2095
read:8.2293, augment:1.3180
read:4.9007, augment:1.2968
read:7.8650, augment:1.3187
read:0.6981, augment:0.9489
read:5.6689, augment:1.3919
read:9.6958, augment:1.3192
read:2.2650, augment:1.1981
read:44.2832, augment:1.2934
read:9.1345, augment:1.4243
read:3.4533, augment:1.3008
read:3.3021, augment:1.2357
read:3.6325, augment:1.2114
read:10.1228, augment:1.3921
read:2.0730, augment:1.1714
read:0.6156, augment:0.9162
read:18.3687, augment:1.3266
read:9.8531, augment:1.2984
read:156.3997, augment:1.6406
read:1.0240, augment:1.0197
read:8.1789, augment:1.3385
read:2.2082, augment:1.1554
read:1.6437, augment:1.0951
read:0.9506, augment:1.1504
read:8.5070, augment:1.3454
read:6.9835, augment:1.2872
read:9.7418, augment:1.3244
read:3.6876, augment:1.1547
read:1.2488, augment:1.0924
read:0.3989, augment:0.8290
read:1.5738, augment:1.0841
read:1.1399, augment:1.0097
read:2.4657, augment:1.1251
read:0.8430, augment:0.9665
read:3.3126, augment:1.3130
read:21.5325, augment:1.3988
read:6.1066, augment:1.4529
read:1.9596, augment:1.1752
read:13.4561, augment:1.3592
read:0.9160, augment:1.0877
read:4.5376, augment:1.2798
read:11.7149, augment:1.2796
read:2.1269, augment:1.1370
read:4.3011, augment:1.2515
read:2.2805, augment:1.1268
read:2.0547, augment:1.1048
read:3.1953, augment:1.1578
read:11.7397, augment:1.3902
read:5.1732, augment:1.3409
read:5.4495, augment:1.2803
read:1.2424, augment:1.0843
read:0.7052, augment:0.9737
read:117.7189, augment:1.4331
read:20.7140, augment:1.3471
read:1.5874, augment:1.0953
read:23.6845, augment:1.4067
read:1.0178, augment:1.1237
read:2.0347, augment:1.1055
read:11.3876, augment:1.4250
read:1.9541, augment:1.1039
read:0.5565, augment:0.9105
read:3.5601, augment:1.2403
read:4.7789, augment:1.5297
read:13.0391, augment:1.3890
read:39.7224, augment:1.3645
read:1.2591, augment:1.1194
read:1.3635, augment:1.1683
read:4.5156, augment:1.2863
read:3.7329, augment:1.2438
read:1.7462, augment:1.1210
read:4.3848, augment:1.3328
read:5.8417, augment:1.3142
read:9.9111, augment:1.2777
read:0.6979, augment:1.0495
read:2.5678, augment:1.2038
read:1.6766, augment:1.1649
read:3.0668, augment:1.2550
read:23.8962, augment:1.3399
read:1.1382, augment:1.0574
read:5.6798, augment:1.3289
read:12.1272, augment:1.3008
read:19.2609, augment:1.1959
read:0.5519, augment:0.9048
read:0.4792, augment:0.9468
read:1.7405, augment:1.0953
read:1.2777, augment:1.0521
read:0.7396, augment:0.9637
read:1.1661, augment:1.0734
read:2.7721, augment:1.2457
read:8.0230, augment:1.4126
read:0.8895, augment:1.0524
read:5.9011, augment:1.4014
read:0.7229, augment:0.9525
read:11.7002, augment:1.3595
read:4.7829, augment:1.3852
read:8.3532, augment:1.3163
read:0.5703, augment:0.9696
read:10.7410, augment:1.3883
read:0.8111, augment:0.9878
read:2.4233, augment:1.1981
read:1.9772, augment:1.1292
read:5.1513, augment:1.4157
read:9.2826, augment:1.3902
read:0.5529, augment:0.9091
read:0.6633, augment:0.9871
read:0.9108, augment:0.9677
read:4.0150, augment:1.3804
read:5.0411, augment:1.3356
read:0.7977, augment:1.0154
read:10.9069, augment:1.3120
read:0.6173, augment:0.9584
read:212.8599, augment:4.6234
read:3.3290, augment:1.2958
read:4.5722, augment:1.2577
read:2.7549, augment:1.1868
read:12.3560, augment:1.3623
read:1.3876, augment:1.0803
read:1.8632, augment:1.1165
read:1.5743, augment:1.1837
read:0.5858, augment:0.9623
read:3.4201, augment:1.2596
read:4.4160, augment:1.3356
read:0.7043, augment:1.0047
read:9.7189, augment:1.4272
read:10.5212, augment:1.2081
read:0.5815, augment:0.8967
read:8.9552, augment:1.3843
read:1.9796, augment:1.2057
read:0.8583, augment:0.9980
read:1.3978, augment:1.0970
read:2.4223, augment:1.2290
read:1.1942, augment:1.0881
read:2.2948, augment:1.1704
read:0.5782, augment:0.9813
read:11.0600, augment:1.3733
read:6.7985, augment:1.3430
read:3.9222, augment:1.2245
read:4.3929, augment:1.3981
read:83.5142, augment:1.5023
read:1.7257, augment:1.0939
read:1.9476, augment:1.1723
read:0.5901, augment:0.8979
read:20.4029, augment:1.2839
read:2.8322, augment:1.1351
read:6.4664, augment:1.2476
read:1.0495, augment:1.0571
read:0.7381, augment:0.9458
read:6.0632, augment:1.3380
read:3.3767, augment:1.1826
read:6.7735, augment:1.2250
read:6.0658, augment:1.4699
read:0.9103, augment:1.0607
read:9.7978, augment:1.2958
read:9.9552, augment:1.3559
read:7.6699, augment:1.3952
read:7.0698, augment:1.3177
read:2.9049, augment:1.2343
read:0.7567, augment:0.9985
read:1.9128, augment:1.2267
read:0.6423, augment:0.9215
read:0.6001, augment:0.8581
read:7.2808, augment:1.3669
read:8.0266, augment:1.3998
read:0.7122, augment:1.0016
read:1.7347, augment:1.3247
read:0.6428, augment:1.0011
read:1.9538, augment:1.1094
read:3.7456, augment:1.3850
read:3.5577, augment:1.1258
read:2.6057, augment:1.2062
read:1.7228, augment:1.1482
read:2.0638, augment:1.0319
read:3.7825, augment:1.2636
read:2.3961, augment:1.1663
read:9.2108, augment:1.3144
read:3.4153, augment:1.3027
read:4.6053, augment:1.4219
read:9.0911, augment:1.3356
read:12.5771, augment:1.4582
read:2.2466, augment:1.2131
read:0.6428, augment:0.9453
read:1.3249, augment:1.0827
read:2.1787, augment:1.1196
read:1.6954, augment:1.2007
read:1.1318, augment:1.0269
read:4.6988, augment:1.3127
read:1.9066, augment:1.1344
read:0.4883, augment:0.9456
read:9.5246, augment:1.3328
read:8.9169, augment:1.4420
read:2.9416, augment:1.2627
read:0.5200, augment:0.9410
read:2.9087, augment:1.2355
read:0.7763, augment:0.9930
read:0.3915, augment:0.9270
read:0.5524, augment:0.9396
read:15.2178, augment:1.3428
read:9.4650, augment:1.3843
read:8.7314, augment:1.4067
read:5.9228, augment:1.3793
read:8.2374, augment:1.4024
read:0.8271, augment:0.9935
read:6.2997, augment:1.4009
read:2.7325, augment:1.2555
read:4.3135, augment:1.2376
read:2.5656, augment:1.1840
read:6.0625, augment:1.3835
read:2.2182, augment:1.2910
read:3.9306, augment:1.3242
read:1.1191, augment:1.0707
read:7.3984, augment:1.3840
read:0.7892, augment:0.9582
read:9.9838, augment:1.2898
read:4.1051, augment:1.3435
read:13.8044, augment:1.2999
read:2.9449, augment:1.2681
read:17.6029, augment:1.3497
read:19.0530, augment:1.3099
read:1.8687, augment:1.2345
read:2.4574, augment:1.1766
read:29.3374, augment:1.3516
read:4.9169, augment:1.3430
read:45.1286, augment:1.3306
read:0.7980, augment:0.9894
read:21.3318, augment:1.3261
read:6.4650, augment:1.4338
read:1.1034, augment:1.0486
read:1.9495, augment:1.1711
read:0.5836, augment:0.9537
read:16.9287, augment:1.2870
read:1.3213, augment:1.0891
read:110.8551, augment:1.4825
read:5.1744, augment:1.2352
read:1.1475, augment:1.1120
read:4.1950, augment:1.3568
read:5.5082, augment:1.3185
read:3.4564, augment:1.2434
read:0.5405, augment:0.9446
read:0.9975, augment:1.2407
read:1.2386, augment:1.0529
read:10.5948, augment:1.3611
read:7.4434, augment:1.3921
read:1.5664, augment:1.1778
read:0.3567, augment:0.9532
read:0.7646, augment:0.8612
read:0.8469, augment:1.0886
read:2.7661, augment:1.2267
read:0.6220, augment:0.9251
read:0.7660, augment:1.0457
read:44.7299, augment:1.3998
read:1.0815, augment:1.0045
read:1.8694, augment:1.2462
read:2.7263, augment:1.2505
read:1.8437, augment:1.1487
read:0.6003, augment:1.0085
read:1.4601, augment:1.1780
read:1.3316, augment:1.0221
read:0.9851, augment:0.9854
read:0.9148, augment:1.1041
read:0.7820, augment:0.9429
read:1.5831, augment:1.2443
read:20.9427, augment:1.1880
read:2.9802, augment:1.2982
read:3.2923, augment:1.1332
read:3.4454, augment:1.3237
read:0.7975, augment:1.0531
read:5.2741, augment:1.2543
read:2.2478, augment:1.1890
read:2.0354, augment:1.1544
read:1.6179, augment:1.2252
read:2.9173, augment:1.2581
read:1.6625, augment:1.3509
read:58.3684, augment:1.4200
read:1.0464, augment:1.0083
read:1.2136, augment:1.2052
read:9.1057, augment:1.3306
read:0.6888, augment:1.1289
read:2.4660, augment:1.0188
read:2.4421, augment:1.1773
read:1.5190, augment:1.2279
read:2.9647, augment:1.2259
read:3.5136, augment:1.1747
read:1.2622, augment:1.0993
read:1.6711, augment:1.1585
read:2.2221, augment:1.2932
read:3.6623, augment:1.2434
read:3.8078, augment:1.2352
read:0.8612, augment:0.9902
read:6.2599, augment:1.4281
read:1.5619, augment:1.1151
read:1.2202, augment:1.2124
read:0.7312, augment:0.9394
read:0.7792, augment:1.0223
read:55.8066, augment:1.3206
read:0.6073, augment:0.9286
read:2.3582, augment:1.2314
read:53.0944, augment:1.2894
read:197.3145, augment:1.7250
read:0.7803, augment:1.0045
read:3.6652, augment:1.2679
read:2.3055, augment:1.1630
read:4.5877, augment:1.3177
read:1.8971, augment:1.1451
read:8.9030, augment:1.3571
read:12.3971, augment:1.3547
read:3.9296, augment:1.2767
read:11.2231, augment:1.2834
read:1.2465, augment:1.0667
read:0.8476, augment:1.0543
read:1.0557, augment:1.0338
read:8.7388, augment:1.3523
read:0.7989, augment:1.1427
read:1.0409, augment:1.1654
read:1.1976, augment:1.1649
read:4.2725, augment:1.2276
read:0.6864, augment:0.9315
read:1.8709, augment:1.1816
read:9.4819, augment:1.3101
read:0.4220, augment:0.9475
read:4.0102, augment:1.2326
read:1.9524, augment:1.1685
read:1.0722, augment:0.9937
read:3.0894, augment:1.1811
read:1.0476, augment:1.0490
read:1.3039, augment:1.1361
read:2.9171, augment:1.2410
read:18.7764, augment:1.2767
read:1.0586, augment:1.1158
read:2.6419, augment:1.1051
read:11.1830, augment:1.2965
read:5.6493, augment:1.3697
read:1.6141, augment:0.9837
read:2.3170, augment:1.1642
read:0.6270, augment:1.0047
read:6.0194, augment:1.3955
read:1.2474, augment:1.0774
read:20.0803, augment:1.2684
read:8.3110, augment:1.3523
read:8.6110, augment:1.3781
read:0.6981, augment:0.9511
read:3.6643, augment:1.2267
read:10.5457, augment:1.3187
read:8.8139, augment:1.3216
read:0.5882, augment:1.0197
read:1.7161, augment:1.1065
read:2.0280, augment:1.1184
read:9.1083, augment:1.3571
read:3.5398, augment:1.3454
read:4.0936, augment:1.2381
read:2.4853, augment:1.2372
read:0.8328, augment:1.0202
read:0.6604, augment:0.9036
