read:1.4732, augment:1.4105
read:8.4443, augment:1.3618
read:2.0654, augment:1.2007
read:17.1022, augment:1.3809
read:3.0410, augment:1.1516
read:1.6191, augment:1.2925
read:5.3442, augment:1.2391
read:3.3512, augment:1.2496
read:4.8327, augment:1.3742
read:1.5521, augment:1.2846
read:2.3825, augment:1.1640
read:2.2249, augment:1.2448
read:2.6875, augment:1.3773
read:0.7651, augment:1.0135
read:6.6824, augment:1.3037
read:7.7863, augment:1.2951
read:1.6897, augment:1.1337
read:1.1468, augment:1.2035
read:7.8332, augment:1.2994
read:2.8408, augment:1.3220
read:6.6824, augment:1.3037
read:4.3995, augment:1.2407
read:2.6431, augment:1.4107
read:1.4527, augment:1.1556
read:3.4509, augment:1.2400
read:2.2285, augment:1.1187
read:1.6065, augment:1.3082
read:1.0355, augment:1.1694
read:2.7783, augment:1.1675
read:2.6338, augment:1.3664
read:1.7855, augment:1.2257
read:2.8479, augment:1.1935
read:8.2793, augment:1.3618
read:1.9641, augment:1.2178
read:8.0366, augment:1.4603
read:4.3578, augment:1.2133
read:2.2635, augment:1.3361
read:3.6521, augment:1.2743
read:1.9300, augment:1.3304
read:1.6341, augment:1.2600
read:4.8327, augment:1.4019
read:0.7131, augment:0.9859
read:1.0710, augment:1.0076
read:7.0438, augment:1.2872
read:3.5155, augment:1.2569
read:8.9839, augment:1.2627
read:1.1714, augment:1.0507
read:6.9613, augment:1.3754
read:5.8048, augment:1.3969
read:5.6362, augment:1.2541
read:8.7290, augment:1.3022
read:13.8788, augment:1.3204
read:3.2258, augment:1.1492
read:2.0983, augment:1.2486
read:2.9790, augment:1.3490
read:12.4826, augment:1.2953
read:2.9781, augment:1.2977
read:5.8675, augment:1.3273
read:2.1188, augment:1.3683
read:5.2409, augment:1.4012
read:1.6832, augment:1.3137
read:1.5714, augment:1.1020
read:3.7429, augment:1.2214
read:3.5002, augment:1.2577
read:1.5798, augment:1.2262
read:5.6381, augment:1.2591
read:1.5705, augment:1.2772
read:1.4379, augment:1.3430
read:1.3392, augment:1.0972
read:1.4601, augment:1.1547
read:2.0664, augment:1.3018
read:9.9051, augment:1.3580
read:4.1490, augment:1.2929
read:5.9001, augment:1.3561
read:8.1530, augment:1.3108
read:2.3520, augment:1.3258
read:2.1913, augment:1.3702
read:3.6819, augment:1.2550
read:2.5423, augment:1.2934
read:2.8422, augment:1.1907
read:2.1017, augment:1.3754
read:5.8100, augment:1.4322
read:1.2872, augment:1.0290
read:6.0122, augment:1.2970
read:1.7610, augment:1.3380
read:6.9981, augment:1.3323
read:6.4542, augment:1.2906
read:1.6747, augment:1.2569
read:2.5122, augment:1.1404
read:7.0002, augment:1.4212
read:1.2646, augment:0.8528
read:1.4417, augment:1.1733
read:0.3631, augment:1.0095
read:3.5839, augment:1.2984
read:2.0249, augment:1.2479
read:5.2826, augment:1.3211
read:1.1370, augment:1.0846
read:5.5068, augment:1.3542
read:2.6019, augment:1.1468
read:0.5388, augment:1.0712
read:5.4281, augment:1.3125
read:12.5058, augment:1.2691
read:3.2651, augment:1.2524
read:1.0548, augment:0.9933
read:0.6702, augment:1.0974
read:5.1131, augment:1.3676
read:5.1262, augment:1.3669
read:6.7444, augment:1.2929
read:1.6067, augment:1.0920
read:12.4822, augment:1.2941
read:1.9333, augment:1.1561
read:0.7100, augment:0.9668
read:2.4760, augment:1.4622
read:5.1558, augment:1.2722
read:3.7472, augment:1.2283
read:1.6232, augment:1.1475
read:2.0742, augment:1.3120
read:0.4010, augment:0.9117
read:0.6223, augment:0.9756
read:6.4597, augment:1.4260
read:7.6070, augment:1.1702
read:3.7558, augment:1.1454
read:3.5584, augment:1.2615
read:5.0483, augment:1.2603
read:3.1953, augment:1.1654
read:1.8198, augment:1.3421
read:3.7959, augment:1.2784
read:1.3201, augment:1.3273
read:6.7282, augment:1.4141
read:2.7194, augment:1.2805
read:6.8798, augment:1.3063
read:0.8235, augment:1.0016
read:4.6492, augment:1.3123
read:3.0091, augment:1.3506
read:3.3467, augment:1.3967
read:1.4231, augment:1.1771
read:7.6604, augment:1.3707
read:2.9974, augment:1.3731
read:8.5778, augment:1.3678
read:2.1915, augment:1.3456
read:2.7049, augment:1.1978
read:1.4560, augment:1.1733
read:6.5322, augment:1.3840
read:2.9070, augment:1.2934
read:4.8590, augment:1.3154
read:3.1431, augment:1.1878
read:2.3820, augment:1.1246
read:4.4320, augment:1.2619
read:6.6586, augment:1.3058
read:1.6005, augment:1.2114
read:5.0936, augment:1.4043
read:232.6128, augment:3.8342
read:6.3143, augment:1.4279
read:6.4423, augment:1.3742
read:1.6828, augment:1.3824
read:3.7017, augment:1.3502
read:2.7759, augment:1.2608
read:6.6602, augment:1.3938
read:4.0574, augment:1.2043
read:1.1065, augment:1.2124
read:5.6093, augment:1.2765
read:3.5977, augment:1.2696
read:1.2245, augment:1.2593
read:3.3813, augment:1.2748
read:8.7142, augment:1.3831
read:2.9135, augment:1.2774
read:3.4111, augment:1.1401
read:2.5399, augment:1.1570
read:3.3484, augment:1.2319
read:3.8199, augment:1.1916
read:0.9460, augment:1.0538
read:1.0667, augment:0.9556
read:4.1566, augment:1.2197
read:10.5643, augment:1.3537
read:6.6710, augment:1.3969
read:6.2866, augment:1.3125
read:1.3993, augment:1.3378
read:6.5582, augment:1.3502
read:2.7385, augment:1.1122
read:2.1498, augment:1.2743
read:3.1655, augment:1.3938
read:1.9906, augment:1.2634
read:2.2929, augment:1.0984
read:1.6940, augment:1.2982
read:5.5757, augment:1.3425
read:7.6931, augment:1.3421
read:7.0014, augment:1.3621
read:2.0020, augment:1.2031
read:5.9681, augment:1.3602
read:4.8683, augment:1.2450
read:7.3538, augment:1.3072
read:2.2357, augment:1.0898
read:2.7671, augment:1.2159
read:8.4655, augment:1.3711
read:0.6468, augment:0.9680
read:2.9182, augment:1.1258
read:3.0282, augment:1.2474
read:4.6475, augment:1.3251
read:3.9887, augment:1.3120
read:3.8271, augment:1.2171
read:0.9358, augment:1.0626
read:3.7088, augment:1.2777
read:1.4791, augment:1.0943
read:3.6237, augment:1.1725
read:7.4213, augment:1.2732
read:343.4834, augment:4.1614
read:3.9787, augment:1.2493
read:1.6947, augment:1.3430
read:12.8388, augment:1.3628
read:1.5197, augment:0.9186
read:0.5181, augment:1.0028
read:38.4278, augment:1.4250
read:2.4598, augment:1.2741
read:2.7223, augment:1.2147
read:5.5113, augment:1.3049
read:0.9847, augment:1.0779
read:1.9815, augment:1.2105
read:8.5196, augment:1.3723
read:7.8197, augment:1.2789
read:3.4316, augment:1.2660
read:11.2951, augment:1.3652
read:4.0042, augment:1.1735
read:0.6924, augment:0.9520
read:0.8068, augment:0.9887
read:1.2488, augment:1.1725
read:6.6955, augment:1.1714
read:2.0962, augment:1.1237
read:1.0426, augment:0.9906
read:8.7574, augment:1.2960
read:4.4060, augment:1.3638
read:0.9604, augment:0.9372
read:1.4818, augment:1.0829
read:0.6707, augment:0.9081
read:5.4982, augment:1.3046
read:0.7489, augment:1.0259
read:0.9210, augment:0.9606
read:5.3811, augment:1.3077
read:44.5466, augment:1.3390
read:1.1115, augment:1.2012
read:0.8428, augment:1.0552
read:1.1907, augment:1.0686
read:4.9241, augment:1.3766
read:6.5484, augment:1.3907
read:11.4806, augment:1.3003
read:4.7643, augment:1.3580
read:0.9487, augment:1.0324
read:4.1277, augment:1.2999
read:0.5443, augment:0.9735
read:2.4154, augment:1.1368
read:2.3334, augment:1.1873
read:3.6535, augment:1.1191
read:3.4072, augment:1.1773
read:1.2693, augment:1.0099
read:2.4862, augment:1.1680
read:16.2075, augment:1.3351
read:2.4300, augment:1.2035
read:5.5974, augment:1.1618
read:1.8122, augment:1.4012
read:3.0429, augment:1.4024
read:2.3060, augment:1.2438
read:9.4912, augment:1.4641
read:0.5648, augment:0.9201
read:4.4625, augment:1.2879
read:8.4097, augment:1.4379
read:6.7701, augment:1.3852
read:5.9960, augment:1.3969
read:7.2703, augment:1.3926
read:2.0292, augment:1.1408
read:12.3878, augment:1.3659
read:10.1817, augment:1.2922
read:9.1045, augment:1.3459
read:0.5996, augment:0.9925
read:8.5583, augment:1.4150
read:13.4945, augment:1.2903
read:4.3552, augment:1.3657
read:0.8988, augment:0.9727
read:22.6080, augment:1.3533
read:12.2967, augment:1.3449
read:8.1224, augment:1.2941
read:6.4454, augment:1.3041
read:1.3800, augment:1.1153
read:3.1650, augment:1.3728
read:17.6578, augment:1.2674
read:0.6237, augment:0.9310
read:1.6489, augment:1.2150
read:1.6763, augment:1.0927
read:7.7908, augment:1.4625
read:0.8540, augment:0.8483
read:7.0293, augment:1.3106
read:1.8940, augment:1.1501
read:0.9503, augment:0.9801
read:0.2847, augment:0.9279
read:16.6848, augment:1.2798
read:1.7698, augment:1.1182
read:2.8291, augment:1.4381
read:4.9558, augment:1.3397
read:11.3244, augment:1.3626
read:1.1699, augment:1.0276
read:3.5102, augment:1.1938
read:2.8067, augment:1.1399
read:0.5798, augment:0.9124
read:8.2035, augment:1.2870
read:14.1120, augment:1.2512
read:2.6100, augment:1.1358
read:0.5839, augment:0.9072
read:5.9187, augment:1.2562
read:6.3202, augment:1.3745
read:2.8126, augment:1.1752
read:2.7483, augment:1.2007
read:0.5999, augment:0.9367
read:0.7062, augment:0.9348
read:4.3535, augment:1.3187
read:1.5244, augment:1.0715
read:9.3324, augment:1.3702
read:2.6751, augment:1.2493
read:3.7084, augment:1.2655
read:2.4641, augment:1.1156
read:0.6812, augment:0.9227
read:2.0902, augment:1.0843
read:3.2029, augment:1.0579
read:1.8103, augment:1.2109
read:1.3726, augment:0.9952
read:5.6295, augment:1.2958
read:5.1858, augment:1.3034
read:4.9834, augment:1.3618
read:1.8923, augment:1.1718
read:10.4890, augment:1.3907
read:7.5481, augment:1.2629
read:1.3711, augment:0.9966
read:2.2960, augment:1.1301
read:2.2371, augment:1.1656
read:15.8296, augment:1.2953
read:1.0824, augment:1.0664
read:15.9075, augment:1.3478
read:1.9577, augment:1.1749
read:10.2859, augment:1.4586
read:3.1550, augment:1.2157
read:3.9146, augment:1.2507
read:0.8020, augment:1.0142
read:0.5119, augment:0.9334
read:0.9427, augment:1.1640
read:1.0948, augment:1.0636
read:2.6922, augment:1.2231
read:6.0627, augment:1.4200
read:2.4536, augment:1.1463
read:0.5491, augment:0.9143
read:8.7807, augment:1.3680
read:0.7157, augment:0.9487
read:11.2712, augment:1.3609
read:20.5696, augment:1.4060
read:4.4720, augment:1.2388
read:1.7593, augment:1.1327
read:1.3893, augment:1.1284
read:1.0748, augment:1.0061
read:0.7124, augment:1.0874
read:74.3961, augment:1.3785
read:0.7210, augment:1.1284
read:0.6819, augment:0.9224
read:23.4592, augment:1.1685
read:0.9122, augment:1.0421
read:8.3482, augment:1.3442
read:2.1336, augment:1.0781
read:8.5063, augment:1.3204
read:2.1343, augment:1.2479
read:1.5616, augment:1.1101
read:1.1458, augment:0.9055
read:2.0700, augment:1.1258
read:1.6048, augment:1.0514
read:1.7292, augment:1.0610
read:4.3790, augment:1.2541
read:17.4606, augment:1.3514
read:2.2180, augment:1.1547
read:8.2941, augment:1.3731
read:4.9109, augment:1.2658
read:7.7822, augment:1.3831
read:0.7205, augment:0.9818
read:5.6460, augment:1.3316
read:9.7365, augment:1.3237
read:2.3143, augment:1.1334
read:44.5378, augment:1.3957
read:9.0225, augment:1.2977
read:3.4709, augment:1.2760
read:3.3319, augment:1.3268
read:3.5694, augment:1.3382
read:10.1254, augment:1.4367
read:2.0449, augment:1.1325
read:0.6649, augment:0.9212
read:18.3675, augment:1.3144
read:9.8381, augment:1.4174
read:157.7928, augment:1.5578
read:1.0862, augment:1.0374
read:8.0619, augment:1.4050
read:2.3282, augment:1.2062
read:1.6501, augment:1.1213
read:0.9687, augment:1.1520
read:8.5166, augment:1.3578
read:6.9377, augment:1.3683
read:9.7871, augment:1.3878
read:3.6569, augment:1.1802
read:1.2231, augment:1.1280
read:0.4013, augment:0.9613
read:1.5373, augment:1.1196
read:1.1394, augment:1.0107
read:2.4800, augment:1.1766
read:0.8576, augment:0.9823
read:3.3140, augment:1.3437
read:21.6696, augment:1.3206
read:6.1665, augment:1.3633
read:2.0151, augment:1.1396
read:13.4082, augment:1.3454
read:0.9248, augment:1.0271
read:4.5764, augment:1.2386
read:11.5955, augment:1.3864
read:2.1398, augment:1.1203
read:4.3442, augment:1.2991
read:2.2929, augment:1.1857
read:2.0761, augment:1.1134
read:3.2644, augment:1.1840
read:11.8158, augment:1.3373
read:5.3267, augment:1.2822
read:5.4901, augment:1.3390
read:1.2383, augment:1.0378
read:0.7257, augment:1.0140
read:117.5206, augment:1.5209
read:20.6854, augment:1.3154
read:1.5905, augment:1.1482
read:23.8364, augment:1.4272
read:1.0233, augment:1.0741
read:2.0344, augment:1.1630
read:11.3316, augment:1.4148
read:1.9586, augment:1.1823
read:0.5205, augment:0.9744
read:3.5782, augment:1.2081
read:4.7879, augment:1.1697
read:13.0270, augment:1.3239
read:38.9440, augment:1.3888
read:1.2980, augment:1.1215
read:1.3647, augment:1.1106
read:4.4792, augment:1.2891
read:3.7453, augment:1.2259
read:1.7638, augment:1.1361
read:4.4136, augment:1.2932
read:5.7690, augment:1.3325
read:10.1078, augment:1.3499
read:0.6897, augment:0.9813
read:2.5773, augment:1.1501
read:1.7281, augment:1.1413
read:3.0596, augment:1.1981
read:23.8988, augment:1.3475
read:1.1301, augment:1.0433
read:5.7244, augment:1.2710
read:12.0995, augment:1.3647
read:19.3801, augment:1.3623
read:0.6061, augment:0.8979
read:0.4871, augment:0.9007
read:1.7183, augment:1.0848
read:1.2710, augment:1.0622
read:0.7675, augment:0.9854
read:1.1692, augment:1.0402
read:2.8248, augment:1.1785
read:7.9200, augment:1.4033
read:0.9041, augment:1.0271
read:5.9013, augment:1.3218
read:0.6862, augment:1.0006
read:11.4598, augment:1.3664
read:4.8144, augment:1.2872
read:8.3585, augment:1.4336
read:0.5717, augment:0.9511
read:10.7460, augment:1.2882
read:0.7796, augment:1.0643
read:2.3713, augment:1.2062
read:1.9948, augment:1.1497
read:5.2462, augment:1.4031
read:9.1777, augment:1.4498
read:0.5517, augment:0.8919
read:0.6595, augment:0.9067
read:0.9344, augment:1.0138
read:4.0250, augment:1.3211
read:5.0981, augment:1.2600
read:0.8106, augment:0.9685
read:10.7489, augment:1.3328
read:0.6649, augment:1.0002
read:210.8221, augment:4.8192
read:3.3040, augment:1.2934
read:4.5636, augment:1.3368
read:2.7590, augment:1.2193
read:12.3255, augment:1.3347
read:1.3807, augment:1.0478
read:1.8964, augment:1.0905
read:1.6055, augment:1.1725
read:0.5848, augment:0.9999
read:3.4218, augment:1.2293
read:4.4341, augment:1.2844
read:0.7093, augment:1.0033
read:9.5875, augment:1.3015
read:10.4978, augment:1.3807
read:0.5801, augment:0.9239
read:8.8623, augment:1.2746
read:1.9913, augment:1.2677
read:0.8681, augment:0.9661
read:1.4434, augment:1.0190
read:2.4209, augment:1.2052
read:1.1749, augment:1.0154
read:2.2700, augment:1.1146
read:0.5720, augment:0.9918
read:10.9584, augment:1.3855
read:6.7697, augment:1.4226
read:3.9494, augment:1.2937
read:4.4041, augment:1.3633
read:83.0812, augment:1.4405
read:1.7343, augment:1.0886
read:1.9476, augment:1.1759
read:0.5894, augment:0.9706
read:20.3044, augment:1.3442
read:2.8310, augment:1.2326
read:6.3734, augment:1.2567
read:1.0493, augment:1.0645
read:0.7043, augment:0.9310
read:6.0177, augment:1.3571
read:3.4022, augment:1.2393
read:6.6745, augment:1.2491
read:6.0592, augment:1.3785
read:0.9289, augment:1.1022
read:9.7191, augment:1.3762
read:9.9213, augment:1.3814
read:7.7064, augment:1.3356
read:7.0143, augment:1.2817
read:2.9039, augment:1.2412
read:0.7615, augment:0.9847
read:1.9140, augment:1.1532
read:0.6933, augment:0.9680
read:0.6094, augment:0.9060
read:7.2324, augment:1.3828
read:8.0233, augment:1.4458
read:0.7036, augment:0.9382
read:1.7307, augment:1.3027
read:0.6423, augment:0.9394
read:1.9314, augment:1.0777
read:3.7701, augment:1.2250
read:3.6128, augment:1.2460
read:2.5816, augment:1.2968
read:1.7250, augment:1.0798
read:2.0049, augment:1.1127
read:3.8536, augment:1.2226
read:2.3932, augment:1.1816
read:9.2587, augment:1.3781
read:3.3970, augment:1.2791
read:4.6265, augment:1.3359
read:9.0036, augment:1.2815
read:12.5990, augment:1.4324
read:2.2581, augment:1.2078
read:0.6447, augment:0.9305
read:1.3077, augment:1.0512
read:2.1715, augment:1.0912
read:1.7104, augment:1.1652
read:1.0636, augment:1.0650
read:4.7066, augment:1.3206
read:1.8919, augment:1.1520
read:0.4942, augment:0.8996
read:9.4538, augment:1.3180
read:8.8522, augment:1.4415
read:2.8775, augment:1.3316
read:0.5169, augment:0.9799
read:2.9054, augment:1.2598
read:0.7839, augment:0.9837
read:0.3881, augment:0.9580
read:0.5574, augment:0.8991
read:15.2118, augment:1.2977
read:9.5270, augment:1.2419
read:8.7466, augment:1.4279
read:5.8973, augment:1.3170
read:8.3942, augment:1.2894
read:0.8357, augment:0.9737
read:6.2869, augment:1.3852
read:2.7163, augment:1.2598
read:4.3068, augment:1.3428
read:2.5225, augment:1.2734
read:5.9383, augment:1.5018
read:2.2311, augment:1.1551
read:3.9432, augment:1.4348
read:1.1120, augment:1.0984
read:7.5548, augment:1.3821
read:0.7780, augment:0.9744
read:9.9926, augment:1.3824
read:4.1218, augment:1.1978
read:13.7973, augment:1.3471
read:3.0515, augment:1.2860
read:17.6597, augment:1.2796
read:19.0110, augment:1.1914
read:1.8661, augment:1.1623
read:2.4619, augment:1.2648
read:29.2602, augment:1.2853
read:4.9400, augment:1.3516
read:45.1496, augment:1.2996
read:0.8404, augment:1.0369
read:21.3954, augment:1.3311
read:6.4962, augment:1.4226
read:1.1151, augment:1.0853
read:1.9605, augment:1.1601
read:0.5836, augment:0.9141
read:16.8138, augment:1.3461
read:1.3156, augment:1.1261
read:111.2039, augment:1.4980
read:5.3024, augment:1.2074
read:1.1566, augment:1.1048
read:4.2496, augment:1.1673
read:5.4958, augment:1.3530
read:3.4618, augment:1.2922
read:0.5486, augment:1.0023
read:0.9928, augment:1.1592
read:1.2498, augment:1.1592
read:10.5529, augment:1.3585
read:7.4136, augment:1.3149
read:1.5774, augment:1.1590
read:0.3521, augment:0.9794
read:0.7541, augment:0.9272
read:0.8252, augment:1.0011
read:2.7547, augment:1.2372
read:0.6268, augment:0.7830
read:0.7596, augment:1.0419
read:44.7381, augment:1.3504
read:1.0011, augment:1.0900
read:1.8208, augment:1.1439
read:2.7730, augment:1.1790
read:1.8849, augment:1.1544
read:0.5803, augment:1.0054
read:1.4167, augment:1.1628
read:1.3361, augment:1.0290
read:0.9637, augment:1.0598
read:0.9284, augment:1.1470
read:0.7870, augment:0.9861
read:1.5321, augment:1.1904
read:20.9491, augment:1.3490
read:3.0165, augment:1.2271
read:3.2918, augment:1.1771
read:3.5086, augment:1.2684
read:0.7815, augment:1.0133
read:5.3525, augment:1.2248
read:2.2552, augment:1.0066
read:2.0359, augment:1.1125
read:1.5998, augment:1.2763
read:2.9216, augment:1.2186
read:1.5981, augment:1.3201
read:57.9300, augment:1.3490
read:1.0068, augment:1.1230
read:1.2145, augment:1.2016
read:9.1462, augment:1.3967
read:0.6740, augment:1.0567
read:2.5070, augment:1.0369
read:2.4433, augment:1.2186
read:1.5075, augment:1.1797
read:2.9652, augment:1.2174
read:3.5102, augment:1.2133
read:1.1697, augment:1.0679
read:1.6365, augment:1.1034
read:2.2228, augment:1.1933
read:3.7277, augment:1.1828
read:3.8075, augment:1.3051
read:0.8428, augment:1.0047
read:6.3088, augment:1.3678
read:1.5540, augment:1.1594
read:1.2057, augment:1.1535
read:0.7668, augment:0.9928
read:0.7834, augment:0.9336
read:55.4397, augment:1.4248
read:0.5949, augment:0.9272
read:2.3253, augment:1.2169
read:52.7349, augment:1.2996
read:198.1771, augment:1.5986
read:0.8392, augment:1.0293
read:3.6869, augment:1.2629
read:2.3253, augment:1.1542
read:4.5900, augment:1.2484
read:1.9681, augment:1.1163
read:8.9290, augment:1.4207
read:12.4876, augment:1.2898
read:3.9628, augment:1.2665
read:11.1401, augment:1.4348
read:1.2434, augment:1.0798
read:0.8717, augment:1.1218
read:1.0388, augment:0.9489
read:8.7390, augment:1.3576
read:0.8044, augment:1.1110
read:1.0908, augment:1.1961
read:1.2004, augment:1.0881
read:4.3015, augment:1.2705
read:0.6897, augment:0.9339
read:1.9083, augment:1.1845
read:9.4285, augment:1.4420
read:0.4067, augment:0.9069
read:4.0104, augment:1.1749
read:2.0216, augment:1.1075
read:1.0262, augment:1.0443
read:3.0434, augment:1.1699
read:1.0526, augment:1.0123
read:1.3263, augment:1.1380
read:2.9266, augment:1.2429
read:18.7418, augment:1.1883
read:1.0185, augment:1.1394
read:2.6312, augment:1.0641
read:11.1101, augment:1.3559
read:5.5919, augment:1.3263
read:1.6623, augment:0.9756
read:2.3417, augment:1.0173
read:0.6256, augment:0.9062
read:6.0594, augment:1.3380
read:1.1961, augment:1.1201
read:20.0100, augment:1.2984
read:8.3559, augment:1.2741
read:8.6181, augment:1.2994
read:0.6595, augment:0.9842
read:3.6657, augment:1.2162
read:10.5197, augment:1.4198
read:8.8727, augment:1.3683
read:0.5956, augment:1.0548
read:1.7185, augment:1.1024
read:2.0907, augment:1.1902
read:9.0351, augment:1.4157
read:3.5431, augment:1.4157
read:4.0705, augment:1.2441
read:2.5499, augment:1.1518
read:0.8361, augment:1.0796
read:0.6902, augment:0.9530
